case0377	SKIP	C	no-travel signature, depth z +8.73 with absorption z -1.15, runway 30.8bp
case0378	SKIP	C	runway 7.5bp to prior close and flow +2.9z buying against the short
case0379	SKIP	C	runway 1.2bp and a 690s confirmation lag
case0380	SKIP	C	runway 6.9bp with flow +12.3z (a 48k block) buying against the short
case0381	SKIP	C	871s confirmation lag, 31bp giveback of a 20.8bp runway
case0382	SKIP	C	runway 20.1bp at phase 0.79 after a 596s confirmation lag
case0383	SKIP	C	runway 4.0bp at day position 0.97
case0384	SKIP	C	phase 0.85 with gamma +20.4z buying against the short, runway 27.5bp
case0385	SKIP	C	capacity fine but no stream past 0.5z and depth z +3.2 with absorption below norm
case0386	SKIP	C	spot 9bp through the confirmed swing high being faded, 229s fallback window
case0387	TAKE	B	delta -15.8z and vanna -15.7z at 0pct 0DTE (durable hedge), 23bp giveback into a 108bp runway back to the 5d-high confluence at phase 0.20
case0388	SKIP	C	runway 2.3bp at day position 0.98
case0389	SKIP	C	depth z +3.7 with absorption z -0.87 no-travel and no stream past 1.4z, 557s lag
case0390	SKIP	C	runway 7.9bp at day position 0.95
case0391	SKIP	C	1630s confirmation lag and flow +3.5z buying against the short
case0392	SKIP	C	runway 8.5bp
case0393	SKIP	C	66bp already given back of a 97.6bp runway, 725s confirmation lag
case0394	SKIP	C	43bp giveback exceeds the 33.4bp runway despite delta +10.8z
case0395	SKIP	C	1546s confirmation lag, depth z +3.5 with absorption z -0.82, no directional stream
case0396	SKIP	C	phase 0.77 with only a 32.9bp runway and no stream past 3.2z
case0397	SKIP	C	phase 0.83 with absorption exactly 0.000 into 1.6x depth and flow z -0.5
case0398	SKIP	C	runway 25.1bp to prior close
case0399	SKIP	C	runway 12.5bp and flow z +0.09
case0400	SKIP	C	34bp giveback against a 19.4bp runway
case0401	SKIP	C	runway 29.0bp and no directional stream past 0.8z
case0402	SKIP	C	29bp giveback of a 34.8bp runway with flow z +0.34
case0403	SKIP	C	runway 9.1bp to prior low
case0404	SKIP	C	38bp giveback exceeds the 29.6bp runway
case0405	SKIP	C	runway 8.6bp with delta +5.5z buying against the short
case0406	SKIP	C	583s confirmation lag, no stream past 0.6z, urgency z -1.8
case0407	SKIP	C	runway 1.7bp at day position 0.01
case0408	SKIP	C	29bp giveback is 45pct of the 64bp runway with only delta past 3z
case0409	SKIP	C	runway 5.7bp
case0410	SKIP	C	delta +10.9z and gamma +12.1z but 74pct 0DTE so the hedge expires, 33bp giveback
case0411	SKIP	C	runway 25.7bp and no stream past 1.2z
case0412	SKIP	C	phase 0.73, 60pct 0DTE, 28bp giveback of a 58bp runway with flow z +0.13
case0413	SKIP	C	phase 0.77 at 80pct 0DTE with gamma -16.5z and only a 38.8bp runway
case0414	SKIP	C	phase 0.79, delta -2.5z selling against the long, runway 40.5bp
case0415	SKIP	C	runway 44.4bp but no stream past 1.0z
case0416	SKIP	C	runway 2.3bp at day position 0.02
case0417	SKIP	C	39bp giveback exceeds the 36.3bp runway despite delta +13.0z
case0418	SKIP	C	28bp giveback against a 21.3bp runway
case0419	SKIP	C	64bp runway but no stream past 2.2z and vol flat at norm
case0420	SKIP	C	runway 1.2bp at day position 0.01
case0421	SKIP	C	delta -3.0z and vanna -2.0z selling against the long, 31bp giveback, depth z +3.2
case0422	SKIP	C	runway 8.1bp
case0423	SKIP	C	flow -7.8z selling against the long with delta flat, 21bp giveback
case0424	SKIP	C	runway 9.2bp with vanna +4.2z buying against the short
case0425	SKIP	C	476s confirmation lag with no stream past 0.6z
case0426	SKIP	C	runway 26.0bp and a 954s confirmation lag despite vanna -19.9z
case0427	SKIP	C	phase 0.73 on a day already 1.76x ATR, and gamma -10.2z contradicts delta +11.2z
case0428	SKIP	C	runway 2.9bp at day position 0.01
case0429	SKIP	C	phase 0.75 with the day 1.76x ATR spent, 36bp giveback
case0430	SKIP	C	phase 0.92 late session, delta -2.3z only
case0431	SKIP	C	phase 0.93 with vanna -11.3z selling against the long
case0432	SKIP	C	13 minutes to the close, no capacity for 70bp
case0433	SKIP	C	8 minutes to the close
case0434	SKIP	C	3 minutes to the close
case0435	SKIP	C	runway 7.6bp, 190s fallback window, spread z +10 dislocated
case0436	SKIP	C	runway 7.6bp with 32bp already given back
case0437	SKIP	C	runway 2.9bp at day position 0.03
case0438	SKIP	C	runway 17.5bp to prior close with charm -16.8z
case0439	SKIP	C	runway 12.3bp to prior low
case0440	SKIP	C	runway 24.5bp with absorption z -1.09 into 1.6x depth
case0441	SKIP	C	runway 14.0bp and gamma +6.4z buying against the short
case0442	SKIP	C	29bp giveback exceeds the 24.5bp runway, gamma -5.0z
case0443	SKIP	C	runway 13.4bp with delta +3.8z and vanna +11.1z buying against the short
case0444	SKIP	C	26bp giveback of a 35.1bp runway at 85pct 0DTE
case0445	SKIP	C	runway 5.3bp to prior low
case0446	SKIP	C	runway 7.6bp to prior low
case0447	SKIP	C	runway 10.0bp with delta +2.2z buying against the short
case0448	SKIP	C	runway 12.9bp and delta -2.2z selling against the long
case0449	SKIP	C	runway 12.3bp to prior low
case0450	SKIP	C	runway 11.7bp with absorption z -1.17
case0451	SKIP	C	runway 25.2bp and no stream past 1.6z
case0452	SKIP	C	runway 18.8bp with no stream past 0.9z
case0453	SKIP	C	runway 0.0bp, spot sitting exactly on prior low
case0454	SKIP	C	runway 18.8bp with 20bp giveback and 90pct 0DTE
case0455	SKIP	C	runway 12.9bp and 705s confirmation lag
case0456	SKIP	C	delta +14.2z and vanna +34z but 45bp giveback exceeds the 37.6bp runway
case0457	SKIP	C	runway 22.9bp with no option stream past 1z
case0458	SKIP	C	phase 0.71, runway 35.3bp, vanna -15.6z selling against the long
case0459	SKIP	C	31bp giveback exceeds the 22.9bp runway at phase 0.76
case0460	SKIP	C	34bp giveback exceeds the 23.5bp runway at phase 0.77
case0461	SKIP	C	28bp giveback exceeds the 26.4bp runway at phase 0.79
case0462	SKIP	C	phase 0.83 with 26bp giveback of a 30.0bp runway
case0463	SKIP	C	phase 0.86, runway 29.4bp, no stream past 1z
case0464	SKIP	C	phase 0.87 with 27bp giveback of a 31.1bp runway
case0465	SKIP	C	phase 0.89, runway 38.2bp, no stream past 1z at 48pct 0DTE
case0466	SKIP	C	10 minutes to the close, runway 27.6bp
