# PORT M2 port m2 NEW DECISION OBJECTS — joint (member x delay) ranking, rank-then-gate-verify, optimal stopping (E3-E7 develop, E8 one blind read) (lane=port-m2-newobj; version=PORT-M2-NEWOBJ-V1; seed=20260813)
# E8 QUARANTINE: every fit, threshold and selection in this file is made on E3-E7 only; E8 rows are ONE labeled blind read and were never an input to any choice.
# THE FULL SWEEP BEHIND TRUE_CAUSAL_STATE.tsv: 66 policies x 8 score columns, 5 seeds, all-session denominators, in-sweep shuffled null on every cell.
# THE LEVEL FAMILIES (TAU x7, OCCUPANCY x3) RUN HERE FOR THE FIRST TIME ON PROPERLY-FITTED CALIBRATED TARGETS.  They were absent from ARRIVAL_FITTED.tsv because the fitted score columns existed only on eval rows, so their training-block reference was all-NaN and both families returned empty seat lists that were then silently dropped.
# S_TABPFN is in the column set on purpose: it is the only score with calibrated GLOBAL discrimination, which is the shape a level rule eats, and its earlier dismissal was measured against the within-cell objective the leak audit voided.
# THE LEAKY SECRETARY FAMILY IS DELIBERATELY ABSENT.  It is void, and carrying it would only widen the search-adjusted null the honest arms have to clear.
# SECDECL's grid is EXTENDED DOWNWARD (f from 0.05) because the era diagnosis says the cell's best arrives at ~26% of the phase clock.  The old grid began at 0.25 — at its own boundary.
mode	era	criterion	score_column	family	policy	n_seeds	usd_per_session_ALL	sd_usd	ci_lo	ci_hi	n_trades_total	n_firing_sessions	n_era_sessions	usd_per_trade	top5_trade_share_of_pnl	shuffled_null	causal_oracle	capture_of_causal_oracle
eval	E5	BINDING	A_PBAR_RAW	DAYSOFAR	DAYSOFAR_0.5	5	-77.0	12.73	-180.61	26.6	774.4	387.0	387	-38.56	0.07	-20.58	2021.0	-0.0381
eval	E5	BINDING	A_PBAR_RAW	DAYSOFAR	DAYSOFAR_0.7	5	-62.29	20.17	-175.54	50.96	739.8	387.0	387	-32.65	0.088	-37.75	2021.0	-0.0308
eval	E5	BINDING	A_PBAR_RAW	DAYSOFAR	DAYSOFAR_0.9	5	-33.71	12.97	-142.74	75.31	598.4	386.6	387	-21.73	0.098	-16.57	2021.0	-0.0167
eval	E5	BINDING	A_PBAR_RAW	FIRST	FIRST_3	5	-59.96	0.0	-158.54	38.61	775.0	387.0	387	-29.94	0.079	-59.96	2021.0	-0.0297
eval	E5	BINDING	A_PBAR_RAW	OCC_LEVEL	OCCUPANCY_0.5	5	-39.41	19.43	-137.83	59.02	448.0	379.2	387	-34.14	0.152	-42.48	2021.0	-0.0195
eval	E5	BINDING	A_PBAR_RAW	OCC_LEVEL	OCCUPANCY_1	5	-24.25	39.44	-125.75	77.25	481.2	386.2	387	-19.51	0.131	-16.29	2021.0	-0.012
eval	E5	BINDING	A_PBAR_RAW	OCC_LEVEL	OCCUPANCY_2	5	-61.58	24.06	-159.59	36.42	490.6	386.6	387	-48.46	0.109	-63.74	2021.0	-0.0305
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.05_0.3	5	-91.68	13.33	-179.18	-4.17	756.4	387.0	387	-47.02	0.081	-55.78	2021.0	-0.0454
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.05_0.5	5	-93.67	19.15	-186.34	-0.99	706.2	386.2	387	-51.45	0.088	-4.39	2021.0	-0.0463
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.05_0.65	5	-72.72	22.36	-162.49	17.04	650.4	383.0	387	-43.42	0.092	-30.22	2021.0	-0.036
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.05_0.75	5	-63.28	26.07	-152.63	26.08	610.8	379.6	387	-40.15	0.099	-22.06	2021.0	-0.0313
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.05_0.9	5	-65.97	23.28	-151.22	19.28	550.4	368.6	387	-46.85	0.101	-40.6	2021.0	-0.0326
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.15_0.3	5	-74.97	28.31	-159.67	9.73	738.8	386.8	387	-39.48	0.086	-84.57	2021.0	-0.0371
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.15_0.5	5	-55.84	19.12	-143.72	32.04	638.8	382.6	387	-33.98	0.094	-83.73	2021.0	-0.0276
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.15_0.65	5	-48.31	30.18	-129.36	32.74	532.2	362.4	387	-35.52	0.11	-67.83	2021.0	-0.0239
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.15_0.75	5	-37.74	31.63	-117.0	41.52	458.6	340.0	387	-32.18	0.12	-51.28	2021.0	-0.0187
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.15_0.9	5	-38.1	11.1	-107.82	31.63	361.6	294.4	387	-41.08	0.136	-59.98	2021.0	-0.0188
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.1_0.3	5	-126.75	29.9	-208.03	-45.48	742.8	387.0	387	-66.27	0.081	-38.89	2021.0	-0.0627
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.1_0.5	5	-129.04	20.72	-215.51	-42.57	669.0	385.2	387	-74.81	0.091	-74.99	2021.0	-0.0638
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.1_0.65	5	-97.86	35.65	-185.06	-10.66	592.6	377.8	387	-64.18	0.099	-63.7	2021.0	-0.0484
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.1_0.75	5	-86.74	29.16	-171.39	-2.08	536.8	369.2	387	-62.72	0.109	-90.44	2021.0	-0.0429
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.1_0.9	5	-82.84	22.39	-166.34	0.66	456.6	340.6	387	-70.89	0.118	-74.7	2021.0	-0.041
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.25_0.3	5	2.34	9.68	-73.62	78.31	714.4	383.2	387	1.22	0.112	-80.04	2021.0	0.0012
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.25_0.5	5	12.61	14.09	-55.54	80.76	540.2	355.6	387	9.09	0.137	-38.39	2021.0	0.0062
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.25_0.65	5	26.02	5.93	-37.03	89.07	361.6	286.4	387	27.99	0.182	-21.97	2021.0	0.0129
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.25_0.75	5	18.19	11.52	-39.98	76.35	253.2	221.2	387	27.97	0.217	-52.7	2021.0	0.009
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.25_0.9	5	12.39	8.55	-36.36	61.14	138.0	129.2	387	36.88	0.329	-47.91	2021.0	0.0061
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.2_0.3	5	-63.33	33.04	-145.69	19.03	726.6	384.4	387	-34.12	0.099	-72.11	2021.0	-0.0313
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.2_0.5	5	-34.28	11.08	-119.58	51.03	593.0	372.2	387	-22.47	0.116	-88.7	2021.0	-0.017
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.2_0.65	5	-10.81	22.78	-89.34	67.72	446.8	328.6	387	-9.42	0.135	-76.01	2021.0	-0.0053
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.2_0.75	5	3.61	17.07	-73.11	80.32	350.6	284.4	387	4.02	0.164	-63.87	2021.0	0.0018
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.2_0.9	5	0.16	7.61	-64.1	64.43	245.8	214.8	387	0.47	0.193	-67.59	2021.0	0.0001
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.35_0.3	5	-30.64	14.27	-85.94	24.66	648.4	376.4	387	-18.27	0.127	-93.03	2021.0	-0.0152
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.35_0.5	5	-27.37	8.29	-75.62	20.89	427.4	314.6	387	-24.79	0.176	-61.27	2021.0	-0.0135
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.35_0.65	5	-8.52	19.08	-50.84	33.81	217.6	192.6	387	-13.46	0.297	-52.29	2021.0	-0.0042
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.35_0.75	5	-0.42	10.15	-37.37	36.53	117.6	110.4	387	-0.04	0.396	-74.1	2021.0	-0.0002
eval	E5	BINDING	A_PBAR_RAW	SECDECL	SECDECL_0.35_0.9	5	-2.19	5.6	-27.45	23.06	43.2	43.0	387	-24.23	0.66	-59.18	2021.0	-0.0011
eval	E5	BINDING	A_PBAR_RAW	SECNHAT	SECNHAT_0.05	5	-112.54	18.05	-190.16	-34.93	458.4	338.8	387	-95.2	0.108	-56.56	2021.0	-0.0557
eval	E5	BINDING	A_PBAR_RAW	SECNHAT	SECNHAT_0.1	5	-37.66	18.88	-106.3	30.99	321.2	263.0	387	-45.98	0.133	-60.99	2021.0	-0.0186
eval	E5	BINDING	A_PBAR_RAW	SECNHAT	SECNHAT_0.15	5	-22.4	25.4	-80.14	35.34	230.2	198.4	387	-38.61	0.18	-36.96	2021.0	-0.0111
eval	E5	BINDING	A_PBAR_RAW	SECNHAT	SECNHAT_0.25	5	-11.9	5.6	-51.23	27.43	112.8	105.2	387	-41.69	0.31	-42.81	2021.0	-0.0059
eval	E5	BINDING	A_PBAR_RAW	SECNHAT	SECNHAT_0.4	5	-1.57	5.4	-25.91	22.77	38.8	36.4	387	-16.76	0.576	-40.95	2021.0	-0.0008
eval	E5	BINDING	A_PBAR_RAW	SECNHAT	SECNHAT_0.6	5	-2.91	3.67	-14.99	9.17	13.0	12.4	387	-88.08	0.917	-33.63	2021.0	-0.0014
eval	E5	BINDING	A_PBAR_RAW	SECTIME	SECTIME_0.05	5	-58.56	21.66	-141.2	24.09	512.8	355.8	387	-44.59	0.097	-35.51	2021.0	-0.029
eval	E5	BINDING	A_PBAR_RAW	SECTIME	SECTIME_0.1	5	-80.28	24.53	-156.71	-3.85	418.8	324.2	387	-74.95	0.11	-65.97	2021.0	-0.0397
eval	E5	BINDING	A_PBAR_RAW	SECTIME	SECTIME_0.15	5	-25.74	18.79	-91.77	40.3	322.2	269.6	387	-31.14	0.137	-80.55	2021.0	-0.0127
eval	E5	BINDING	A_PBAR_RAW	SECTIME	SECTIME_0.25	5	5.06	9.54	-32.62	42.74	102.2	97.0	387	19.98	0.371	-45.68	2021.0	0.0025
eval	E5	BINDING	A_PBAR_RAW	SECTIME	SECTIME_0.4	5	-0.2	1.91	-6.76	6.36	14.0	14.0	387	2.86	0.92	-27.5	2021.0	-0.0001
eval	E5	BINDING	A_PBAR_RAW	SECTIME	SECTIME_0.6	5	-1.28	0.97	-3.8	1.25	1.0	1.0	387	-493.75		-30.38	2021.0	-0.0006
eval	E5	BINDING	A_PBAR_RAW	SECTIME_RE	SECTIME_RE_0.05	5	-58.56	21.66	-141.2	24.09	512.8	355.8	387	-44.59	0.097	-40.57	2021.0	-0.029
eval	E5	BINDING	A_PBAR_RAW	SECTIME_RE	SECTIME_RE_0.1	5	-80.28	24.53	-156.71	-3.85	418.8	324.2	387	-74.95	0.11	-55.48	2021.0	-0.0397
eval	E5	BINDING	A_PBAR_RAW	SECTIME_RE	SECTIME_RE_0.15	5	-25.74	18.79	-91.77	40.3	322.2	269.6	387	-31.14	0.137	-75.27	2021.0	-0.0127
eval	E5	BINDING	A_PBAR_RAW	SECTIME_RE	SECTIME_RE_0.25	5	5.06	9.54	-32.62	42.74	102.2	97.0	387	19.98	0.371	-39.0	2021.0	0.0025
eval	E5	BINDING	A_PBAR_RAW	SECTIME_RE	SECTIME_RE_0.4	5	-0.2	1.91	-6.76	6.36	14.0	14.0	387	2.86	0.92	-32.18	2021.0	-0.0001
eval	E5	BINDING	A_PBAR_RAW	SECTIME_RE	SECTIME_RE_0.6	5	-1.28	0.97	-3.8	1.25	1.0	1.0	387	-493.75		-20.53	2021.0	-0.0006
eval	E5	BINDING	A_PBAR_RAW	TAU_LEVEL	TAU_0.5	5	-59.94	0.05	-158.52	38.63	775.0	387.0	387	-29.93	0.079	-21.6	2021.0	-0.0297
eval	E5	BINDING	A_PBAR_RAW	TAU_LEVEL	TAU_0.7	5	-63.84	4.94	-163.98	36.3	769.0	387.0	387	-32.13	0.08	-16.87	2021.0	-0.0316
eval	E5	BINDING	A_PBAR_RAW	TAU_LEVEL	TAU_0.8	5	-53.8	16.1	-155.34	47.75	728.4	387.0	387	-28.61	0.081	21.65	2021.0	-0.0266
eval	E5	BINDING	A_PBAR_RAW	TAU_LEVEL	TAU_0.9	5	-49.87	12.78	-154.06	54.32	623.6	387.0	387	-31.0	0.092	-43.61	2021.0	-0.0247
eval	E5	BINDING	A_PBAR_RAW	TAU_LEVEL	TAU_0.95	5	-32.99	30.14	-135.85	69.88	528.4	382.0	387	-24.16	0.104	-40.66	2021.0	-0.0163
eval	E5	BINDING	A_PBAR_RAW	TAU_LEVEL	TAU_0.975	5	-40.78	17.64	-136.99	55.43	437.0	365.2	387	-36.34	0.108	-19.39	2021.0	-0.0202
eval	E5	BINDING	A_PBAR_RAW	TAU_LEVEL	TAU_0.99	5	-22.83	25.64	-113.7	68.05	332.8	306.2	387	-26.25	0.132	-29.01	2021.0	-0.0113
eval	E5	BINDING	A_PWIN_CAL	CELLSOFAR	CELLSOFAR_0.8	5	-7.69	47.47	-112.6	97.22	748.4	387.0	387	-4.64	0.075	-41.73	2021.0	-0.0038
eval	E5	BINDING	A_PWIN_CAL	CELLSOFAR	CELLSOFAR_0.9	5	-10.81	43.27	-116.43	94.8	710.6	386.6	387	-6.58	0.076	-52.43	2021.0	-0.0053
eval	E5	BINDING	A_PWIN_CAL	CELLSOFAR	CELLSOFAR_0.95	5	1.68	41.15	-105.39	108.74	677.2	386.2	387	0.78	0.087	-50.75	2021.0	0.0008
eval	E5	BINDING	A_PWIN_CAL	CELLSOFAR	CELLSOFAR_0.99	5	16.48	44.14	-92.78	125.73	648.0	384.0	387	10.08	0.091	-63.24	2021.0	0.0082
eval	E5	BINDING	A_PWIN_CAL	DAYSOFAR	DAYSOFAR_0.5	5	-30.33	27.73	-124.15	63.5	755.4	387.0	387	-15.64	0.072	15.4	2021.0	-0.015
eval	E5	BINDING	A_PWIN_CAL	DAYSOFAR	DAYSOFAR_0.7	5	-52.54	19.38	-146.56	41.47	709.2	386.8	387	-28.67	0.08	21.37	2021.0	-0.026
eval	E5	BINDING	A_PWIN_CAL	DAYSOFAR	DAYSOFAR_0.9	5	-34.94	35.67	-135.95	66.06	646.2	386.2	387	-21.08	0.087	-35.4	2021.0	-0.0173
eval	E5	BINDING	A_PWIN_CAL	FIRST	FIRST_3	5	-59.96	0.0	-158.54	38.61	775.0	387.0	387	-29.94	0.079	-59.96	2021.0	-0.0297
eval	E5	BINDING	A_PWIN_CAL	OCC_LEVEL	OCCUPANCY_0.5	5	-17.62	41.02	-89.94	54.69	216.6	208.6	387	-33.48	0.258	-37.63	2021.0	-0.0087
eval	E5	BINDING	A_PWIN_CAL	OCC_LEVEL	OCCUPANCY_1	5	-45.39	33.06	-121.49	30.7	451.2	372.0	387	-38.06	0.148	-64.15	2021.0	-0.0225
eval	E5	BINDING	A_PWIN_CAL	OCC_LEVEL	OCCUPANCY_2	5	-36.8	16.49	-124.89	51.29	463.0	374.6	387	-30.43	0.158	-37.33	2021.0	-0.0182
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.05_0.3	5	-44.89	43.41	-145.38	55.6	755.2	387.0	387	-23.43	0.079	-46.48	2021.0	-0.0222
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.05_0.5	5	-16.76	36.49	-115.35	81.82	726.6	386.8	387	-9.28	0.08	-50.78	2021.0	-0.0083
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.05_0.65	5	-37.13	35.63	-133.96	59.69	711.4	386.4	387	-20.53	0.078	-57.53	2021.0	-0.0184
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.05_0.75	5	-27.42	27.62	-126.7	71.86	696.6	385.6	387	-15.51	0.081	-45.71	2021.0	-0.0136
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.05_0.9	5	-5.8	37.41	-109.42	97.81	671.4	383.8	387	-3.51	0.089	-52.64	2021.0	-0.0029
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.15_0.3	5	-97.73	27.97	-179.41	-16.05	689.8	385.4	387	-55.57	0.079	-68.14	2021.0	-0.0484
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.15_0.5	5	-82.13	50.66	-167.62	3.36	639.2	380.2	387	-50.97	0.084	-100.22	2021.0	-0.0406
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.15_0.65	5	-85.63	48.88	-170.34	-0.92	608.2	375.6	387	-55.76	0.088	-38.24	2021.0	-0.0424
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.15_0.75	5	-49.74	35.63	-138.03	38.55	589.0	372.0	387	-33.12	0.093	-90.99	2021.0	-0.0246
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.15_0.9	5	-32.41	31.82	-123.14	58.33	552.4	364.6	387	-22.98	0.1	-62.51	2021.0	-0.016
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.1_0.3	5	-93.07	22.12	-179.94	-6.19	720.8	386.6	387	-50.08	0.082	-44.99	2021.0	-0.046
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.1_0.5	5	-105.3	26.96	-191.42	-19.18	673.0	385.0	387	-60.61	0.09	-44.02	2021.0	-0.0521
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.1_0.65	5	-79.84	28.95	-165.79	6.12	654.0	382.4	387	-47.5	0.088	-78.15	2021.0	-0.0395
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.1_0.75	5	-86.27	37.86	-173.64	1.1	633.6	380.4	387	-53.01	0.093	-58.76	2021.0	-0.0427
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.1_0.9	5	-63.38	47.34	-153.33	26.57	601.2	376.8	387	-40.68	0.102	-62.84	2021.0	-0.0314
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.25_0.3	5	-26.8	15.36	-108.15	54.55	536.2	357.2	387	-19.52	0.121	-59.21	2021.0	-0.0133
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.25_0.5	5	-22.04	23.82	-102.47	58.39	458.8	331.2	387	-18.7	0.127	-84.44	2021.0	-0.0109
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.25_0.65	5	-23.66	25.59	-100.4	53.08	416.8	312.6	387	-21.82	0.136	-46.32	2021.0	-0.0117
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.25_0.75	5	-23.5	20.42	-99.15	52.16	392.4	301.4	387	-22.96	0.142	-54.96	2021.0	-0.0116
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.25_0.9	5	-20.54	21.84	-94.26	53.18	359.8	283.2	387	-22.06	0.152	-43.35	2021.0	-0.0102
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.2_0.3	5	-68.49	21.55	-158.51	21.52	633.6	378.6	387	-41.43	0.093	-77.23	2021.0	-0.0339
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.2_0.5	5	-40.66	24.88	-131.9	50.57	579.2	365.4	387	-26.49	0.091	-53.76	2021.0	-0.0201
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.2_0.65	5	-39.81	30.84	-129.5	49.87	542.8	356.6	387	-27.74	0.095	-74.91	2021.0	-0.0197
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.2_0.75	5	-37.46	29.19	-125.62	50.7	514.0	347.8	387	-27.07	0.1	-88.28	2021.0	-0.0185
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.2_0.9	5	-35.93	31.17	-123.01	51.16	479.6	337.2	387	-27.48	0.108	-69.68	2021.0	-0.0178
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.35_0.3	5	-34.69	16.62	-82.39	13.01	337.6	259.8	387	-39.4	0.169	-61.81	2021.0	-0.0172
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.35_0.5	5	-25.75	14.15	-69.86	18.36	234.6	204.4	387	-40.78	0.195	-69.89	2021.0	-0.0127
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.35_0.65	5	-26.69	9.39	-69.56	16.19	197.0	176.2	387	-51.0	0.218	-50.79	2021.0	-0.0132
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.35_0.75	5	-16.27	7.04	-56.36	23.81	175.6	159.6	387	-35.01	0.238	-59.71	2021.0	-0.0081
eval	E5	BINDING	A_PWIN_CAL	SECDECL	SECDECL_0.35_0.9	5	-7.22	9.34	-46.45	32.01	152.6	138.6	387	-16.99	0.265	-70.58	2021.0	-0.0036
eval	E5	BINDING	A_PWIN_CAL	SECNHAT	SECNHAT_0.05	5	-19.03	19.36	-97.12	59.06	366.4	288.0	387	-19.74	0.143	-60.53	2021.0	-0.0094
eval	E5	BINDING	A_PWIN_CAL	SECNHAT	SECNHAT_0.1	5	-6.25	29.86	-72.85	60.35	260.4	224.2	387	-6.86	0.186	-51.92	2021.0	-0.0031
eval	E5	BINDING	A_PWIN_CAL	SECNHAT	SECNHAT_0.15	5	-3.7	19.02	-59.05	51.65	195.0	175.8	387	-6.92	0.229	-27.5	2021.0	-0.0018
eval	E5	BINDING	A_PWIN_CAL	SECNHAT	SECNHAT_0.25	5	-7.36	11.97	-50.58	35.86	111.2	103.6	387	-27.18	0.363	-25.09	2021.0	-0.0036
eval	E5	BINDING	A_PWIN_CAL	SECNHAT	SECNHAT_0.4	5	1.98	9.54	-34.84	38.8	59.6	55.8	387	12.14	0.568	9.34	2021.0	0.001
eval	E5	BINDING	A_PWIN_CAL	SECNHAT	SECNHAT_0.6	5	1.51	8.81	-22.19	25.21	31.8	30.2	387	13.09	0.747	-8.02	2021.0	0.0007
eval	E5	BINDING	A_PWIN_CAL	SECTIME	SECTIME_0.05	5	-15.12	30.77	-100.54	70.31	403.2	308.8	387	-13.31	0.129	-19.32	2021.0	-0.0075
eval	E5	BINDING	A_PWIN_CAL	SECTIME	SECTIME_0.1	5	-31.72	32.59	-106.47	43.02	324.4	265.4	387	-37.12	0.164	-45.4	2021.0	-0.0157
eval	E5	BINDING	A_PWIN_CAL	SECTIME	SECTIME_0.15	5	-6.78	14.83	-69.43	55.86	248.2	214.2	387	-10.48	0.182	-58.75	2021.0	-0.0034
eval	E5	BINDING	A_PWIN_CAL	SECTIME	SECTIME_0.25	5	-11.34	7.14	-48.44	25.76	104.2	100.4	387	-44.39	0.37	-53.32	2021.0	-0.0056
eval	E5	BINDING	A_PWIN_CAL	SECTIME	SECTIME_0.4	5	3.91	1.26	-14.93	22.75	21.2	20.6	387	70.84	0.794	-22.32	2021.0	0.0019
eval	E5	BINDING	A_PWIN_CAL	SECTIME	SECTIME_0.6	5	-2.02	2.39	-12.08	8.05	9.4	9.4	387	-92.87	0.855	-4.13	2021.0	-0.001
eval	E5	BINDING	A_PWIN_CAL	SECTIME_RE	SECTIME_RE_0.05	5	-15.12	30.77	-100.54	70.31	403.2	308.8	387	-13.31	0.129	10.2	2021.0	-0.0075
eval	E5	BINDING	A_PWIN_CAL	SECTIME_RE	SECTIME_RE_0.1	5	-31.72	32.59	-106.47	43.02	324.4	265.4	387	-37.12	0.164	-46.75	2021.0	-0.0157
eval	E5	BINDING	A_PWIN_CAL	SECTIME_RE	SECTIME_RE_0.15	5	-6.78	14.83	-69.43	55.86	248.2	214.2	387	-10.48	0.182	-52.28	2021.0	-0.0034
eval	E5	BINDING	A_PWIN_CAL	SECTIME_RE	SECTIME_RE_0.25	5	-11.34	7.14	-48.44	25.76	104.2	100.4	387	-44.39	0.37	-49.74	2021.0	-0.0056
eval	E5	BINDING	A_PWIN_CAL	SECTIME_RE	SECTIME_RE_0.4	5	3.91	1.26	-14.93	22.75	21.2	20.6	387	70.84	0.794	-15.67	2021.0	0.0019
eval	E5	BINDING	A_PWIN_CAL	SECTIME_RE	SECTIME_RE_0.6	5	-2.02	2.39	-12.08	8.05	9.4	9.4	387	-92.87	0.855	-16.68	2021.0	-0.001
eval	E5	BINDING	A_PWIN_CAL	TAU_LEVEL	TAU_0.5	5	-46.95	16.79	-150.49	56.58	549.4	381.2	387	-32.59	0.103	-14.59	2021.0	-0.0232
eval	E5	BINDING	A_PWIN_CAL	TAU_LEVEL	TAU_0.7	5	-8.99	17.41	-103.25	85.27	417.8	326.6	387	-8.38	0.123	-36.1	2021.0	-0.0044
eval	E5	BINDING	A_PWIN_CAL	TAU_LEVEL	TAU_0.8	5	-12.8	31.19	-101.97	76.37	369.6	300.0	387	-16.16	0.139	-44.35	2021.0	-0.0063
eval	E5	BINDING	A_PWIN_CAL	TAU_LEVEL	TAU_0.9	5	-32.17	28.82	-108.71	44.38	276.4	238.2	387	-44.57	0.176	-70.72	2021.0	-0.0159
eval	E5	BINDING	A_PWIN_CAL	TAU_LEVEL	TAU_0.95	5	-21.27	36.43	-89.67	47.13	202.2	179.2	387	-20.67	0.252	0.41	2021.0	-0.0105
eval	E5	BINDING	A_PWIN_CAL	TAU_LEVEL	TAU_0.975	5	-11.75	41.83	-77.44	53.95	152.6	140.8	387	12.15	0.315	-39.21	2021.0	-0.0058
eval	E5	BINDING	A_PWIN_CAL	TAU_LEVEL	TAU_0.99	5	-9.29	38.46	-60.94	42.36	113.4	105.4	387	19.84	0.429	-34.54	2021.0	-0.0046
eval	E5	BINDING	A_PWIN_RAW	CELLSOFAR	CELLSOFAR_0.8	5	-25.13	23.85	-123.37	73.12	686.0	386.4	387	-14.02	0.092	-37.15	2021.0	-0.0124
eval	E5	BINDING	A_PWIN_RAW	CELLSOFAR	CELLSOFAR_0.9	5	-28.82	43.54	-131.07	73.42	633.2	382.0	387	-17.34	0.094	-57.17	2021.0	-0.0143
eval	E5	BINDING	A_PWIN_RAW	CELLSOFAR	CELLSOFAR_0.95	5	-32.36	50.76	-137.75	73.02	589.8	378.4	387	-21.64	0.097	-61.0	2021.0	-0.016
eval	E5	BINDING	A_PWIN_RAW	CELLSOFAR	CELLSOFAR_0.99	5	-12.53	43.34	-116.18	91.12	554.6	371.8	387	-8.56	0.108	-69.47	2021.0	-0.0062
eval	E5	BINDING	A_PWIN_RAW	DAYSOFAR	DAYSOFAR_0.5	5	-63.97	18.43	-155.7	27.76	731.2	387.0	387	-33.87	0.075	8.08	2021.0	-0.0317
eval	E5	BINDING	A_PWIN_RAW	DAYSOFAR	DAYSOFAR_0.7	5	-44.59	30.75	-143.42	54.23	681.8	386.8	387	-25.48	0.081	13.5	2021.0	-0.0221
eval	E5	BINDING	A_PWIN_RAW	DAYSOFAR	DAYSOFAR_0.9	5	-25.45	23.74	-127.55	76.65	600.2	385.0	387	-16.56	0.094	-65.84	2021.0	-0.0126
eval	E5	BINDING	A_PWIN_RAW	FIRST	FIRST_3	5	-59.96	0.0	-158.54	38.61	775.0	387.0	387	-29.94	0.079	-59.96	2021.0	-0.0297
eval	E5	BINDING	A_PWIN_RAW	OCC_LEVEL	OCCUPANCY_0.5	5	-10.5	12.71	-80.27	59.26	189.0	184.6	387	-22.05	0.288	-56.58	2021.0	-0.0052
