# PORT M2 port m2 NEW DECISION OBJECTS — joint (member x delay) ranking, rank-then-gate-verify, optimal stopping (E3-E7 develop, E8 one blind read) (lane=port-m2-newobj; version=PORT-M2-NEWOBJ-V1; seed=20260813)
# E8 QUARANTINE: every fit, threshold and selection in this file is made on E3-E7 only; E8 rows are ONE labeled blind read and were never an input to any choice.
# THE DENOMINATOR IS FIXED HERE TOO: usd_per_session_ALL counts every session in the era, a non-trading session contributing $0.  usd_per_FIRING_session is the incumbent's quantity and is what produced the $1,261.25 headline out of 1.8 trades.
# THE SECRETARY FAMILY WAS NOT CAUSAL.  `arrival.seats_secretary` sets its observation window to k = round(frac * m) where m is the cell's EVENTUAL arrival count — a quantity the arrival second cannot know.  Rows marked LOOKAHEAD_m are the incumbent form and are VOID FOR DEPLOYMENT for the same reason `top_per_cell_score` was.  Every headline number the program has printed since the respecification is one of those rows.
# SECTIME_f is the causal replacement on the PHASE CLOCK: observe until t_first_arrival + f x (phase_close - t_first_arrival), both known at the first arrival (the phase close is a schedule fact).
# SECNHAT_f is the causal replacement on a COUNT: observe the first round(f x n_hat) arrivals, n_hat = the TRAINING BLOCK's mean cell size for that (asset, phase).
# SECDECL_f_p is the HYBRID the seated-vs-selected diagnosis asked for: causal-clock observation, then a bar that starts at the running max and falls linearly in phase time to the p-quantile of what has been observed.  SECRETARY x OCCUPANCY.
# top5_trade_share_of_pnl is the CONCENTRATION CHECK: the share of an arm's whole realised P&L carried by its five best trades.  A policy seating ~1 position per session over ~390 sessions whose top five trades carry most of the money is a lottery ticket, not an edge, whatever its mean reads.
# PROPHET rows are the same rules driven by the candidate's TRUE certificate — the rule-shape ceiling, HINDSIGHT, never deployable.
mode	era	criterion	target	policy	causality	usd_per_session_ALL	sd_usd	usd_per_FIRING_session	n_firing_sessions	n_era_sessions	n_trades_total	usd_per_trade	top5_trade_share_of_pnl	shuffled_null	causal_oracle	capture_of_causal_oracle	aim_08causal	gap_to_aim
eval	E5	BINDING	PROPHET	SECDECL_0.7_0.75	causal	172.89	0.0	418.18	160.0	387	172.0	389.0	0.13		2021.0	0.0855	1616.8	-1443.91
eval	E5	BINDING	PROPHET	SECDECL_0.7_0.9	causal	113.69	0.0	473.1	93.0	387	99.0	444.43	0.193		2021.0	0.0563	1616.8	-1503.11
eval	E5	BINDING	PROPHET	SECNHAT_0.1	causal	1209.13	0.0	1275.03	367.0	387	753.0	621.43	0.047		2021.0	0.5983	1616.8	-407.67
eval	E5	BINDING	PROPHET	SECNHAT_0.25	causal	814.47	0.0	1003.82	314.0	387	495.0	636.77	0.065		2021.0	0.403	1616.8	-802.33
eval	E5	BINDING	PROPHET	SECNHAT_0.5	causal	422.97	0.0	848.14	193.0	387	248.0	660.05	0.069		2021.0	0.2093	1616.8	-1193.83
eval	E5	BINDING	PROPHET	SECNHAT_0.6	causal	302.57	0.0	813.17	144.0	387	172.0	680.79	0.096		2021.0	0.1497	1616.8	-1314.23
eval	E5	BINDING	PROPHET	SECNHAT_0.7	causal	212.34	0.0	760.87	108.0	387	124.0	662.69	0.123		2021.0	0.1051	1616.8	-1404.46
eval	E5	BINDING	PROPHET	SECNHAT_0.8	causal	149.77	0.0	805.03	72.0	387	80.0	724.53	0.169		2021.0	0.0741	1616.8	-1467.03
eval	E5	BINDING	PROPHET	SECRETARY_0.1	LOOKAHEAD_m	1238.96	0.0	1288.91	372.0	387	791.0	606.16	0.045		2021.0	0.613	1616.8	-377.84
eval	E5	BINDING	PROPHET	SECRETARY_0.25	LOOKAHEAD_m	842.09	0.0	996.6	327.0	387	535.0	609.14	0.065		2021.0	0.4167	1616.8	-774.71
eval	E5	BINDING	PROPHET	SECRETARY_0.5	LOOKAHEAD_m	417.97	0.0	712.58	227.0	387	290.0	557.78	0.066		2021.0	0.2068	1616.8	-1198.83
eval	E5	BINDING	PROPHET	SECRETARY_0.6	LOOKAHEAD_m	279.21	0.0	620.99	174.0	387	202.0	534.91	0.098		2021.0	0.1382	1616.8	-1337.59
eval	E5	BINDING	PROPHET	SECRETARY_0.7	LOOKAHEAD_m	153.56	0.0	588.4	101.0	387	113.0	525.92	0.164		2021.0	0.076	1616.8	-1463.24
eval	E5	BINDING	PROPHET	SECRETARY_0.8	LOOKAHEAD_m	70.39	0.0	495.27	55.0	387	57.0	477.89	0.219		2021.0	0.0348	1616.8	-1546.41
eval	E5	BINDING	PROPHET	SECTIME_0.1	causal	1369.56	0.0	1391.13	381.0	387	836.0	634.0	0.045		2021.0	0.6777	1616.8	-247.24
eval	E5	BINDING	PROPHET	SECTIME_0.25	causal	868.23	0.0	1003.0	335.0	387	549.0	612.03	0.049		2021.0	0.4296	1616.8	-748.57
eval	E5	BINDING	PROPHET	SECTIME_0.5	causal	242.94	0.0	595.05	158.0	387	174.0	540.33	0.111		2021.0	0.1202	1616.8	-1373.86
eval	E5	BINDING	PROPHET	SECTIME_0.6	causal	140.11	0.0	531.61	102.0	387	109.0	497.47	0.153		2021.0	0.0693	1616.8	-1476.69
eval	E5	BINDING	PROPHET	SECTIME_0.7	causal	85.07	0.0	548.69	60.0	387	62.0	530.99	0.241		2021.0	0.0421	1616.8	-1531.73
eval	E5	BINDING	PROPHET	SECTIME_0.8	causal	33.18	0.0	475.56	27.0	387	27.0	475.56	0.363		2021.0	0.0164	1616.8	-1583.62
eval	E5	BINDING	PROPHET	SECTIME_RE_0.1	causal	1369.56	0.0	1391.13	381.0	387	836.0	634.0	0.045		2021.0	0.6777	1616.8	-247.24
eval	E5	BINDING	PROPHET	SECTIME_RE_0.25	causal	868.23	0.0	1003.0	335.0	387	549.0	612.03	0.049		2021.0	0.4296	1616.8	-748.57
eval	E5	BINDING	PROPHET	SECTIME_RE_0.5	causal	242.94	0.0	595.05	158.0	387	174.0	540.33	0.111		2021.0	0.1202	1616.8	-1373.86
eval	E5	BINDING	PROPHET	SECTIME_RE_0.6	causal	140.11	0.0	531.61	102.0	387	109.0	497.47	0.153		2021.0	0.0693	1616.8	-1476.69
eval	E5	BINDING	PROPHET	SECTIME_RE_0.7	causal	85.07	0.0	548.69	60.0	387	62.0	530.99	0.241		2021.0	0.0421	1616.8	-1531.73
eval	E5	BINDING	PROPHET	SECTIME_RE_0.8	causal	33.18	0.0	475.56	27.0	387	27.0	475.56	0.363		2021.0	0.0164	1616.8	-1583.62
eval	E6	BINDING	A_EV	OCCUPANCY_0.5	causal	-33.7	21.9	-37.12	348.4	384	422.6	-30.85	0.167	-97.96	2675.0	-0.0126	2140.0	-2173.7
eval	E6	BINDING	A_EV	OCCUPANCY_1	causal	-27.33	15.46	-29.02	362.2	384	455.0	-23.2	0.16	-50.91	2675.0	-0.0102	2140.0	-2167.33
eval	E6	BINDING	A_EV	OCCUPANCY_2	causal	-37.96	22.97	-39.84	365.8	384	478.4	-30.42	0.143	-49.83	2675.0	-0.0142	2140.0	-2177.96
eval	E6	BINDING	A_EV	SECDECL_0.25_0.5	causal	-24.57	33.49	-24.57	384.0	384	776.6	-12.25	0.086	-84.23	2675.0	-0.0092	2140.0	-2164.57
eval	E6	BINDING	A_EV	SECDECL_0.25_0.75	causal	-26.43	38.93	-26.43	384.0	384	762.0	-13.51	0.089	-51.77	2675.0	-0.0099	2140.0	-2166.43
eval	E6	BINDING	A_EV	SECDECL_0.25_0.9	causal	-21.44	36.96	-21.43	383.8	384	733.6	-11.56	0.088	-71.88	2675.0	-0.008	2140.0	-2161.44
eval	E6	BINDING	A_EV	SECDECL_0.5_0.5	causal	-77.22	12.06	-77.22	384.0	384	779.2	-38.09	0.094	-104.24	2675.0	-0.0289	2140.0	-2217.22
eval	E6	BINDING	A_EV	SECDECL_0.5_0.75	causal	-73.95	17.18	-74.31	382.4	384	724.2	-39.23	0.101	-37.51	2675.0	-0.0276	2140.0	-2213.95
eval	E6	BINDING	A_EV	SECDECL_0.5_0.9	causal	-44.43	7.43	-45.12	378.0	384	660.6	-25.92	0.104	-67.18	2675.0	-0.0166	2140.0	-2184.43
eval	E6	BINDING	A_EV	SECDECL_0.6_0.5	causal	-96.47	10.18	-96.51	383.8	384	779.8	-47.59	0.106	-90.22	2675.0	-0.0361	2140.0	-2236.47
eval	E6	BINDING	A_EV	SECDECL_0.6_0.75	causal	-77.33	15.78	-78.07	380.4	384	708.0	-42.1	0.107	-70.75	2675.0	-0.0289	2140.0	-2217.33
eval	E6	BINDING	A_EV	SECDECL_0.6_0.9	causal	-67.59	6.53	-69.82	371.8	384	623.4	-41.64	0.119	-62.58	2675.0	-0.0253	2140.0	-2207.59
eval	E6	BINDING	A_EV	SECDECL_0.7_0.5	causal	-104.39	14.92	-104.49	383.6	384	755.0	-53.14	0.105	-59.01	2675.0	-0.039	2140.0	-2244.39
eval	E6	BINDING	A_EV	SECDECL_0.7_0.75	causal	-84.54	11.5	-86.22	376.4	384	660.2	-49.15	0.118	-61.06	2675.0	-0.0316	2140.0	-2224.54
eval	E6	BINDING	A_EV	SECDECL_0.7_0.9	causal	-76.18	17.32	-80.68	362.2	384	570.6	-51.1	0.13	-39.88	2675.0	-0.0285	2140.0	-2216.18
eval	E6	BINDING	A_EV	SECNHAT_0.1	causal	12.58	33.76	12.72	382.2	384	677.6	7.13	0.078	-65.02	2675.0	0.0047	2140.0	-2127.42
eval	E6	BINDING	A_EV	SECNHAT_0.25	causal	-15.37	36.68	-15.51	369.2	384	594.4	-9.54	0.099	-54.58	2675.0	-0.0057	2140.0	-2155.37
eval	E6	BINDING	A_EV	SECNHAT_0.5	causal	-57.24	28.69	-67.26	324.8	384	443.8	-49.26	0.17	-32.59	2675.0	-0.0214	2140.0	-2197.24
eval	E6	BINDING	A_EV	SECNHAT_0.6	causal	-64.21	36.94	-84.05	292.4	384	376.4	-65.26	0.193	-17.54	2675.0	-0.024	2140.0	-2204.21
eval	E6	BINDING	A_EV	SECNHAT_0.7	causal	-56.39	42.26	-84.09	259.6	384	321.8	-67.63	0.229	-42.52	2675.0	-0.0211	2140.0	-2196.39
eval	E6	BINDING	A_EV	SECNHAT_0.8	causal	-32.18	24.11	-58.18	221.0	384	270.0	-47.45	0.242	-23.43	2675.0	-0.012	2140.0	-2172.18
eval	E6	BINDING	A_EV	SECRETARY_0.1	LOOKAHEAD_m	23.11	40.18	23.26	383.2	384	703.4	12.6	0.079	-93.39	2675.0	0.0086	2140.0	-2116.89
eval	E6	BINDING	A_EV	SECRETARY_0.25	LOOKAHEAD_m	-24.99	34.14	-25.31	375.0	384	631.4	-15.21	0.1	-36.25	2675.0	-0.0093	2140.0	-2164.99
eval	E6	BINDING	A_EV	SECRETARY_0.5	LOOKAHEAD_m	-37.77	35.54	-41.18	350.4	384	519.6	-28.15	0.117	-16.0	2675.0	-0.0141	2140.0	-2177.77
eval	E6	BINDING	A_EV	SECRETARY_0.6	LOOKAHEAD_m	-53.29	20.41	-61.52	331.0	384	464.0	-43.93	0.133	-42.9	2675.0	-0.0199	2140.0	-2193.29
eval	E6	BINDING	A_EV	SECRETARY_0.7	LOOKAHEAD_m	-49.06	18.99	-61.5	303.2	384	410.4	-45.4	0.157	-29.55	2675.0	-0.0183	2140.0	-2189.06
eval	E6	BINDING	A_EV	SECRETARY_0.8	LOOKAHEAD_m	-39.35	13.14	-57.01	265.6	384	339.2	-44.6	0.212	-17.09	2675.0	-0.0147	2140.0	-2179.35
eval	E6	BINDING	A_EV	SECTIME_0.1	causal	17.47	46.47	17.54	383.2	384	703.6	9.39	0.085	-74.6	2675.0	0.0065	2140.0	-2122.53
eval	E6	BINDING	A_EV	SECTIME_0.25	causal	-8.52	33.38	-8.42	377.6	384	634.4	-5.17	0.103	-57.44	2675.0	-0.0032	2140.0	-2148.52
eval	E6	BINDING	A_EV	SECTIME_0.5	causal	-52.75	16.2	-62.91	322.6	384	437.0	-46.55	0.155	-52.0	2675.0	-0.0197	2140.0	-2192.75
eval	E6	BINDING	A_EV	SECTIME_0.6	causal	-52.17	10.52	-66.76	298.8	384	389.6	-51.24	0.184	-37.39	2675.0	-0.0195	2140.0	-2192.17
eval	E6	BINDING	A_EV	SECTIME_0.7	causal	-39.78	13.06	-55.0	276.6	384	345.6	-43.98	0.226	-18.96	2675.0	-0.0149	2140.0	-2179.78
eval	E6	BINDING	A_EV	SECTIME_0.8	causal	-35.52	9.86	-56.25	241.4	384	290.0	-46.7	0.28	-14.55	2675.0	-0.0133	2140.0	-2175.52
eval	E6	BINDING	A_EV	SECTIME_RE_0.1	causal	17.37	46.37	17.44	383.2	384	705.6	9.3	0.085	-83.1	2675.0	0.0065	2140.0	-2122.62
eval	E6	BINDING	A_EV	SECTIME_RE_0.25	causal	-8.69	33.55	-8.59	377.6	384	637.2	-5.25	0.103	-60.05	2675.0	-0.0032	2140.0	-2148.69
eval	E6	BINDING	A_EV	SECTIME_RE_0.5	causal	-52.75	16.23	-62.9	322.6	384	439.8	-46.28	0.155	-47.68	2675.0	-0.0197	2140.0	-2192.75
eval	E6	BINDING	A_EV	SECTIME_RE_0.6	causal	-52.2	10.6	-66.8	298.8	384	392.8	-50.87	0.184	-30.04	2675.0	-0.0195	2140.0	-2192.2
eval	E6	BINDING	A_EV	SECTIME_RE_0.7	causal	-39.71	13.1	-54.89	276.6	384	348.4	-43.55	0.225	-22.01	2675.0	-0.0148	2140.0	-2179.71
eval	E6	BINDING	A_EV	SECTIME_RE_0.8	causal	-35.45	9.93	-56.13	241.4	384	292.8	-46.18	0.279	-13.59	2675.0	-0.0133	2140.0	-2175.45
eval	E6	BINDING	A_PBAR	OCCUPANCY_0.5	causal	-57.74	43.31	-59.8	370.6	384	446.6	-49.67	0.118	-53.25	2675.0	-0.0216	2140.0	-2197.74
eval	E6	BINDING	A_PBAR	OCCUPANCY_1	causal	-55.65	27.93	-56.4	379.0	384	467.2	-45.75	0.109	-53.53	2675.0	-0.0208	2140.0	-2195.65
eval	E6	BINDING	A_PBAR	OCCUPANCY_2	causal	-41.78	32.96	-42.22	380.0	384	480.6	-33.58	0.108	-100.1	2675.0	-0.0156	2140.0	-2181.78
eval	E6	BINDING	A_PBAR	SECDECL_0.25_0.5	causal	-39.04	15.35	-39.24	382.0	384	650.8	-23.05	0.096	-36.82	2675.0	-0.0146	2140.0	-2179.04
eval	E6	BINDING	A_PBAR	SECDECL_0.25_0.75	causal	11.68	17.03	13.18	338.0	384	451.6	9.83	0.14	-69.18	2675.0	0.0044	2140.0	-2128.32
eval	E6	BINDING	A_PBAR	SECDECL_0.25_0.9	causal	14.93	10.06	21.76	263.6	384	309.0	18.41	0.181	-45.19	2675.0	0.0056	2140.0	-2125.07
eval	E6	BINDING	A_PBAR	SECDECL_0.5_0.5	causal	-71.89	10.8	-77.56	355.8	384	521.0	-52.94	0.135	-97.8	2675.0	-0.0269	2140.0	-2211.89
eval	E6	BINDING	A_PBAR	SECDECL_0.5_0.75	causal	-29.94	7.23	-72.62	158.8	384	180.8	-63.73	0.291	-75.98	2675.0	-0.0112	2140.0	-2169.94
eval	E6	BINDING	A_PBAR	SECDECL_0.5_0.9	causal	-1.54	10.8	-14.67	46.4	384	48.4	-14.22	0.621	-74.42	2675.0	-0.0006	2140.0	-2141.54
eval	E6	BINDING	A_PBAR	SECDECL_0.6_0.5	causal	-78.11	12.64	-88.18	339.8	384	478.0	-62.58	0.15	-51.96	2675.0	-0.0292	2140.0	-2218.11
eval	E6	BINDING	A_PBAR	SECDECL_0.6_0.75	causal	-29.59	3.7	-95.14	119.6	384	132.2	-86.04	0.436	-67.79	2675.0	-0.0111	2140.0	-2169.59
eval	E6	BINDING	A_PBAR	SECDECL_0.6_0.9	causal	-2.26	5.81	-26.86	26.2	384	27.4	-25.91	0.95	-45.56	2675.0	-0.0008	2140.0	-2142.26
eval	E6	BINDING	A_PBAR	SECDECL_0.7_0.5	causal	-44.9	5.7	-54.68	315.2	384	416.6	-41.31	0.235	-43.32	2675.0	-0.0168	2140.0	-2184.9
eval	E6	BINDING	A_PBAR	SECDECL_0.7_0.75	causal	-18.33	1.2	-71.72	98.6	384	105.0	-67.49	0.677	-60.57	2675.0	-0.0069	2140.0	-2158.33
eval	E6	BINDING	A_PBAR	SECDECL_0.7_0.9	causal	9.2	1.44	198.5	18.4	384	18.8	193.22	0.975	-35.82	2675.0	0.0034	2140.0	-2130.8
eval	E6	BINDING	A_PBAR	SECNHAT_0.1	causal	-15.36	15.4	-30.38	201.4	384	223.8	-27.39	0.178	-46.73	2675.0	-0.0057	2140.0	-2155.36
eval	E6	BINDING	A_PBAR	SECNHAT_0.25	causal	20.31	15.81	89.33	87.2	384	90.4	86.13	0.332	-48.1	2675.0	0.0076	2140.0	-2119.69
eval	E6	BINDING	A_PBAR	SECNHAT_0.5	causal	-16.63	5.25	-205.4	31.0	384	31.2	-204.48	0.87	-21.3	2675.0	-0.0062	2140.0	-2156.63
eval	E6	BINDING	A_PBAR	SECNHAT_0.6	causal	-8.79	3.85	-169.83	19.8	384	19.8	-169.83	0.999	-68.51	2675.0	-0.0033	2140.0	-2148.79
eval	E6	BINDING	A_PBAR	SECNHAT_0.7	causal	-2.86	6.93	-84.71	13.0	384	13.0	-84.71	0.898	-0.66	2675.0	-0.0011	2140.0	-2142.86
eval	E6	BINDING	A_PBAR	SECNHAT_0.8	causal	-5.9	4.35	-242.86	9.8	384	9.8	-242.86	0.366	-40.12	2675.0	-0.0022	2140.0	-2145.9
eval	E6	BINDING	A_PBAR	SECRETARY_0.1	LOOKAHEAD_m	25.74	20.31	47.42	203.8	384	227.8	42.3	0.168	-41.31	2675.0	0.0096	2140.0	-2114.26
eval	E6	BINDING	A_PBAR	SECRETARY_0.25	LOOKAHEAD_m	5.11	4.75	27.85	74.4	384	75.4	27.46	0.445	-57.04	2675.0	0.0019	2140.0	-2134.89
eval	E6	BINDING	A_PBAR	SECRETARY_0.5	LOOKAHEAD_m	10.74	6.36	491.53	8.6	384	8.6	491.53	0.963	-38.1	2675.0	0.004	2140.0	-2129.26
eval	E6	BINDING	A_PBAR	SECRETARY_0.6	LOOKAHEAD_m	4.78	1.44	1261.25	1.8	384	1.8	1261.25	0.867	-34.63	2675.0	0.0018	2140.0	-2135.22
eval	E6	BINDING	A_PBAR	SECRETARY_0.7	LOOKAHEAD_m	0.0	0.0	0.0	0.0	384	0.0			-13.84	2675.0	0.0	2140.0	-2140.0
eval	E6	BINDING	A_PBAR	SECRETARY_0.8	LOOKAHEAD_m	0.0	0.0	0.0	0.0	384	0.0			-10.16	2675.0	0.0	2140.0	-2140.0
eval	E6	BINDING	A_PBAR	SECTIME_0.1	causal	24.38	25.27	35.92	254.2	384	290.2	31.16	0.14	-42.01	2675.0	0.0091	2140.0	-2115.62
eval	E6	BINDING	A_PBAR	SECTIME_0.25	causal	15.84	11.01	55.65	105.6	384	109.8	53.44	0.314	-24.84	2675.0	0.0059	2140.0	-2124.16
eval	E6	BINDING	A_PBAR	SECTIME_0.5	causal	2.97	2.39	273.65	4.8	384	4.8	273.65	0.492	-39.56	2675.0	0.0011	2140.0	-2137.03
eval	E6	BINDING	A_PBAR	SECTIME_0.6	causal	0.74	0.97	330.0	1.2	384	1.2	330.0	0.604	-7.75	2675.0	0.0003	2140.0	-2139.26
eval	E6	BINDING	A_PBAR	SECTIME_0.7	causal	0.0	0.0	0.0	0.0	384	0.0			-16.15	2675.0	0.0	2140.0	-2140.0
eval	E6	BINDING	A_PBAR	SECTIME_0.8	causal	0.0	0.0	0.0	0.0	384	0.0			-11.85	2675.0	0.0	2140.0	-2140.0
eval	E6	BINDING	A_PBAR	SECTIME_RE_0.1	causal	24.38	25.27	35.92	254.2	384	290.2	31.16	0.14	-58.71	2675.0	0.0091	2140.0	-2115.62
eval	E6	BINDING	A_PBAR	SECTIME_RE_0.25	causal	15.84	11.01	55.65	105.6	384	109.8	53.44	0.314	-43.59	2675.0	0.0059	2140.0	-2124.16
eval	E6	BINDING	A_PBAR	SECTIME_RE_0.5	causal	2.97	2.39	273.65	4.8	384	4.8	273.65	0.492	-26.14	2675.0	0.0011	2140.0	-2137.03
eval	E6	BINDING	A_PBAR	SECTIME_RE_0.6	causal	0.74	0.97	330.0	1.2	384	1.2	330.0	0.604	-23.29	2675.0	0.0003	2140.0	-2139.26
eval	E6	BINDING	A_PBAR	SECTIME_RE_0.7	causal	0.0	0.0	0.0	0.0	384	0.0			-9.69	2675.0	0.0	2140.0	-2140.0
eval	E6	BINDING	A_PBAR	SECTIME_RE_0.8	causal	0.0	0.0	0.0	0.0	384	0.0			-12.1	2675.0	0.0	2140.0	-2140.0
eval	E6	BINDING	A_PWIN	OCCUPANCY_0.5	causal	-57.46	36.26	-84.05	259.2	384	285.6	-76.42	0.175	-72.68	2675.0	-0.0215	2140.0	-2197.46
eval	E6	BINDING	A_PWIN	OCCUPANCY_1	causal	-48.96	4.89	-51.85	362.6	384	440.4	-42.69	0.137	-1.33	2675.0	-0.0183	2140.0	-2188.96
eval	E6	BINDING	A_PWIN	OCCUPANCY_2	causal	-48.89	15.78	-51.7	363.4	384	452.4	-41.5	0.135	-76.02	2675.0	-0.0183	2140.0	-2188.89
eval	E6	BINDING	A_PWIN	SECDECL_0.25_0.5	causal	-18.82	28.76	-20.67	353.0	384	492.2	-15.5	0.106	-39.16	2675.0	-0.007	2140.0	-2158.82
eval	E6	BINDING	A_PWIN	SECDECL_0.25_0.75	causal	-47.33	25.8	-53.76	340.4	384	457.6	-40.44	0.115	-1.19	2675.0	-0.0177	2140.0	-2187.33
eval	E6	BINDING	A_PWIN	SECDECL_0.25_0.9	causal	-36.62	21.74	-42.77	331.0	384	435.0	-32.98	0.118	-50.39	2675.0	-0.0137	2140.0	-2176.62
eval	E6	BINDING	A_PWIN	SECDECL_0.5_0.5	causal	-6.2	15.57	-21.63	99.0	384	106.6	-20.69	0.373	-96.04	2675.0	-0.0023	2140.0	-2146.2
eval	E6	BINDING	A_PWIN	SECDECL_0.5_0.75	causal	-4.24	16.54	-25.81	72.4	384	77.2	-24.94	0.419	-74.96	2675.0	-0.0016	2140.0	-2144.24
eval	E6	BINDING	A_PWIN	SECDECL_0.5_0.9	causal	-9.48	18.92	-65.64	61.0	384	65.2	-61.54	0.475	-99.91	2675.0	-0.0035	2140.0	-2149.48
eval	E6	BINDING	A_PWIN	SECDECL_0.6_0.5	causal	-6.93	15.84	-48.74	65.0	384	67.8	-47.19	0.619	-79.8	2675.0	-0.0026	2140.0	-2146.93
eval	E6	BINDING	A_PWIN	SECDECL_0.6_0.75	causal	-5.49	18.92	-52.96	42.6	384	44.0	-52.22	0.687	-69.82	2675.0	-0.0021	2140.0	-2145.49
eval	E6	BINDING	A_PWIN	SECDECL_0.6_0.9	causal	-6.19	17.17	-76.25	34.2	384	35.4	-78.4	0.75	-97.27	2675.0	-0.0023	2140.0	-2146.19
eval	E6	BINDING	A_PWIN	SECDECL_0.7_0.5	causal	-6.68	14.26	-60.83	45.2	384	47.8	-58.67	0.802	-61.1	2675.0	-0.0025	2140.0	-2146.68
eval	E6	BINDING	A_PWIN	SECDECL_0.7_0.75	causal	-10.68	10.95	-156.76	26.8	384	28.0	-152.11	0.914	-68.97	2675.0	-0.004	2140.0	-2150.68
eval	E6	BINDING	A_PWIN	SECDECL_0.7_0.9	causal	-10.82	10.76	-209.52	21.0	384	22.2	-203.34	0.922	-44.29	2675.0	-0.004	2140.0	-2150.82
eval	E6	BINDING	A_PWIN	SECNHAT_0.1	causal	-0.15	26.81	2.13	218.2	384	251.4	2.0	0.205	-70.31	2675.0	-0.0001	2140.0	-2140.15
eval	E6	BINDING	A_PWIN	SECNHAT_0.25	causal	23.85	25.28	94.09	87.6	384	94.8	85.64	0.276	-15.66	2675.0	0.0089	2140.0	-2116.15
eval	E6	BINDING	A_PWIN	SECNHAT_0.5	causal	10.81	10.79	95.4	40.4	384	44.0	86.2	0.555	-17.72	2675.0	0.004	2140.0	-2129.19
eval	E6	BINDING	A_PWIN	SECNHAT_0.6	causal	10.76	15.41	97.91	32.2	384	34.8	88.52	0.645	-10.88	2675.0	0.004	2140.0	-2129.24
eval	E6	BINDING	A_PWIN	SECNHAT_0.7	causal	4.57	15.58	36.33	26.0	384	27.0	36.93	0.758	-15.83	2675.0	0.0017	2140.0	-2135.43
eval	E6	BINDING	A_PWIN	SECNHAT_0.8	causal	7.55	13.46	82.77	21.8	384	22.8	81.49	0.804	-5.62	2675.0	0.0028	2140.0	-2132.45
eval	E6	BINDING	A_PWIN	SECRETARY_0.1	LOOKAHEAD_m	11.92	16.86	19.49	224.6	384	268.8	16.23	0.186	-73.62	2675.0	0.0045	2140.0	-2128.08
eval	E6	BINDING	A_PWIN	SECRETARY_0.25	LOOKAHEAD_m	8.03	9.49	35.84	84.0	384	90.8	32.94	0.331	-71.89	2675.0	0.003	2140.0	-2131.97
eval	E6	BINDING	A_PWIN	SECRETARY_0.5	LOOKAHEAD_m	-0.16	7.54	5.31	17.0	384	17.4	4.15	0.81	-22.19	2675.0	-0.0001	2140.0	-2140.16
eval	E6	BINDING	A_PWIN	SECRETARY_0.6	LOOKAHEAD_m	-0.54	5.34	-101.68	8.6	384	8.6	-101.68	-0.002	-9.86	2675.0	-0.0002	2140.0	-2140.54
eval	E6	BINDING	A_PWIN	SECRETARY_0.7	LOOKAHEAD_m	0.21	3.17	33.42	5.6	384	5.6	33.42	0.464	-11.98	2675.0	0.0001	2140.0	-2139.79
eval	E6	BINDING	A_PWIN	SECRETARY_0.8	LOOKAHEAD_m	0.73	1.47	141.17	1.8	384	1.8	235.28	0.404	-9.3	2675.0	0.0003	2140.0	-2139.27
eval	E6	BINDING	A_PWIN	SECTIME_0.1	causal	-13.81	21.16	-19.26	265.2	384	330.0	-15.47	0.173	-65.39	2675.0	-0.0052	2140.0	-2153.81
eval	E6	BINDING	A_PWIN	SECTIME_0.25	causal	-22.96	18.57	-85.43	114.6	384	124.6	-80.41	0.286	-24.3	2675.0	-0.0086	2140.0	-2162.96
eval	E6	BINDING	A_PWIN	SECTIME_0.5	causal	-3.25	5.88	-153.05	10.0	384	10.0	-153.05	0.387	-20.06	2675.0	-0.0012	2140.0	-2143.25
eval	E6	BINDING	A_PWIN	SECTIME_0.6	causal	-3.97	3.77	-242.86	5.4	384	5.4	-242.86	-1.645	-4.78	2675.0	-0.0015	2140.0	-2143.97
eval	E6	BINDING	A_PWIN	SECTIME_0.7	causal	-3.77	3.9	-311.13	4.6	384	4.6	-311.13	0.062	-4.11	2675.0	-0.0014	2140.0	-2143.77
eval	E6	BINDING	A_PWIN	SECTIME_0.8	causal	1.38	1.82	529.5	0.6	384	0.6	882.5	1.0	-9.25	2675.0	0.0005	2140.0	-2138.62
eval	E6	BINDING	A_PWIN	SECTIME_RE_0.1	causal	-13.81	21.16	-19.26	265.2	384	330.0	-15.47	0.173	-41.34	2675.0	-0.0052	2140.0	-2153.81
eval	E6	BINDING	A_PWIN	SECTIME_RE_0.25	causal	-22.96	18.57	-85.43	114.6	384	124.6	-80.41	0.286	-34.52	2675.0	-0.0086	2140.0	-2162.96
eval	E6	BINDING	A_PWIN	SECTIME_RE_0.5	causal	-3.25	5.88	-153.05	10.0	384	10.0	-153.05	0.387	-16.29	2675.0	-0.0012	2140.0	-2143.25
eval	E6	BINDING	A_PWIN	SECTIME_RE_0.6	causal	-3.97	3.77	-242.86	5.4	384	5.4	-242.86	-1.645	-6.8	2675.0	-0.0015	2140.0	-2143.97
eval	E6	BINDING	A_PWIN	SECTIME_RE_0.7	causal	-3.77	3.9	-311.13	4.6	384	4.6	-311.13	0.062	-5.18	2675.0	-0.0014	2140.0	-2143.77
eval	E6	BINDING	A_PWIN	SECTIME_RE_0.8	causal	1.38	1.82	529.5	0.6	384	0.6	882.5	1.0	-2.35	2675.0	0.0005	2140.0	-2138.62
