# PORT M2 port m2 NEW DECISION OBJECTS — joint (member x delay) ranking, rank-then-gate-verify, optimal stopping (E3-E7 develop, E8 one blind read) (lane=port-m2-newobj; version=PORT-M2-NEWOBJ-V1; seed=20260813)
# E8 QUARANTINE: every fit, threshold and selection in this file is made on E3-E7 only; E8 rows are ONE labeled blind read and were never an input to any choice.
# THE CONSTRAINT ARTIFACT.  A column is constrained only where a NAMED CENSUS FACT and a MEASURED STABILITY RECEIPT agree, or where the stability receipt is clean and the censuses are silent.  Where they DISAGREE the column is left FREE and the conflict is recorded (source=CONFLICT_census_vs_measured) rather than resolved by preference.
# The stability receipt is computed on TRAINING ERAS ONLY, per fold: the within-cell Spearman of the column against `cert_close_usd` must carry the SAME SIGN in every training era and its mean |rho| must clear 0.010. A sign that was not stable in the past is not imposed on the future.
# Census sources: CREATOR_CENSUS_MAIN.tsv (38 Holm-significant detectors; TAPE_DEAD 0.607 the strongest veto, PASSIVE_MOVE 1.838 the strongest concentrator), the SEAT_LIVE capacity replication (1.31-1.69x, 8/8 eras), and mechanical facts (cost and spread are subtracted).
era	feature	sign	source	mean_rho_train_eras	n_train_eras	sign_agreed_every_era	census_reason
E5	prev_phase_ret_with	1	STABLE_ONLY	0.0196	4	True	
E5	conf_to_dec_sec	1	STABLE_ONLY	0.03963	4	True	
E5	ep_is_earliest	1	STABLE_ONLY	0.01314	4	True	
E5	ep_rank	1	STABLE_ONLY	0.01813	4	True	
E5	ep_age_sec	1	STABLE_ONLY	0.01508	4	True	
E5	cell_rank_so_far	1	STABLE_ONLY	0.05266	4	True	
E5	cell_is_open_row	1	STABLE_ONLY	0.03342	4	True	
E5	cell_age_sec	1	STABLE_ONLY	0.05266	4	True	
E5	sess_rank_so_far	1	STABLE_ONLY	0.05266	4	True	
E6	cls_SHOCK_RESOLUTION	1	STABLE_ONLY	0.03825	5	True	
E6	cls_LEVEL_FIRST_TEST	1	STABLE_ONLY	0.03895	5	True	
E6	cls_NEWS_WINDOW	1	STABLE_ONLY	0.03267	5	True	
E6	cls_OPEN_DYNAMICS	1	STABLE_ONLY	0.02947	5	True	
E6	cls_REVERSAL_CONFIRMATION	1	STABLE_ONLY	0.02712	5	True	
E6	cls_RECLAIM	1	STABLE_ONLY	0.04279	5	True	
E6	fam_G1_FINE	1	STABLE_ONLY	0.02443	5	True	
E6	fam_G1_FAST_OPEN	1	STABLE_ONLY	0.02722	5	True	
E6	fam_G2_REJECT	1	STABLE_ONLY	0.03846	5	True	
E6	fam_G2_RECLAIM	1	STABLE_ONLY	0.04282	5	True	
E6	fam_NEWS_WINDOW	1	STABLE_ONLY	0.03267	5	True	
E6	fam_MICRO_OPEN	1	STABLE_ONLY	0.0405	5	True	
E6	fam_POST_SHOCK	1	STABLE_ONLY	0.03825	5	True	
E6	fam_FIRST_TEST	1	STABLE_ONLY	0.03895	5	True	
E6	rung_0.05	1	STABLE_ONLY	0.02169	5	True	
E6	rung_0.075	1	STABLE_ONLY	0.02058	5	True	
E6	rung_0.11	1	STABLE_ONLY	0.02051	5	True	
E6	rung_0.15	1	STABLE_ONLY	0.02069	5	True	
E6	levfam_FVOL_LADDER	1	STABLE_ONLY	0.03625	5	True	
E6	levfam_FVOL_BAND	1	STABLE_ONLY	0.03776	5	True	
E6	levfam_NDAY	1	STABLE_ONLY	0.0445	5	True	
E6	levfam_PRIOR_DAY	1	STABLE_ONLY	0.03958	5	True	
E6	levfam_PHASE_HL	1	STABLE_ONLY	0.03828	5	True	
E6	levfam_VWAP	1	STABLE_ONLY	0.03703	5	True	
E6	levfam_OR_EXT	1	STABLE_ONLY	0.04	5	True	
E6	flag_OREXT_BEYOND	1	STABLE_ONLY	0.03175	5	True	
E6	flag_OREXT_BEYOND_ANY	1	STABLE_ONLY	0.04024	5	True	
E6	flag_FIRST_TEST_VIRGIN	1	STABLE_ONLY	0.0445	5	True	
E6	rv1800_usd	1	STABLE_ONLY	0.01456	5	True	
E6	rv_ratio	1	STABLE_ONLY	0.01392	5	True	
E6	unspent_sess_usd	0	CONFLICT_census_vs_measured	-0.06709	5	True	capacity: unspent session dollars = room left
E6	coverage_phase	1	STABLE_ONLY	0.04991	5	True	
E6	coverage_session	1	STABLE_ONLY	0.05302	5	True	
E6	runway_phase_sec	0	CONFLICT_census_vs_measured	-0.04937	5	True	runway: room-to-travel is the capacity channel
E6	runway_sess_sec	0	CONFLICT_census_vs_measured	-0.04937	5	True	runway: room-to-travel is the capacity channel
E6	runway_frac	0	CONFLICT_census_vs_measured	-0.04939	5	True	runway: room-to-travel is the capacity channel
E6	phase_age_sec	1	STABLE_ONLY	0.04929	5	True	
E6	p033_product	-1	STABLE_ONLY	-0.02268	5	True	
E6	p033_sqrt	-1	STABLE_ONLY	-0.02268	5	True	
E6	clock_sec	1	STABLE_ONLY	0.03656	5	True	
E6	clock_sin	-1	STABLE_ONLY	-0.02135	5	True	
E6	dec_sec	1	STABLE_ONLY	0.04937	5	True	
E6	mins_to_release	1	STABLE_ONLY	0.04348	5	True	
E6	abs_mins_to_release	-1	STABLE_ONLY	-0.01018	5	True	
E6	post_news_10_20	1	STABLE_ONLY	0.02865	5	True	
E6	release_age_sec	1	STABLE_ONLY	0.03804	5	True	
E6	event_in_phase	1	STABLE_ONLY	0.06214	5	True	
E6	nd_mins_to_next	-1	STABLE_ONLY	-0.21669	5	True	
E6	nd_mins_since_any	1	STABLE_ONLY	0.21677	5	True	
E6	fev_n	1	STABLE_ONLY	0.09121	5	True	
E6	fev_vol	1	STABLE_ONLY	0.09115	5	True	
E6	n_conf_fam_at_refail	1	STABLE_ONLY	0.01261	5	True	
E6	refail_dist_usd	1	STABLE_ONLY	0.01666	5	True	
E6	refail_age_sec	-1	STABLE_ONLY	-0.01191	5	True	
E6	pivot_age_sec	-1	STABLE_ONLY	-0.01623	5	True	
E6	n_level_fams	1	STABLE_ONLY	0.04152	5	True	
E6	thru_n	1	STABLE_ONLY	0.01919	5	True	
E6	thru_bid	1	STABLE_ONLY	0.02109	5	True	
E6	thru_ask	1	STABLE_ONLY	0.019	5	True	
E6	thru_imb	1	STABLE_ONLY	0.01034	5	True	
E6	c2f_60	1	STABLE_ONLY	0.01281	5	True	
E6	fuel_above	1	STABLE_ONLY	0.0248	5	True	
E6	fuel_below	1	STABLE_ONLY	0.02919	5	True	
E6	fuel_total	1	STABLE_ONLY	0.04932	5	True	
E6	fuel_share_with	1	CENSUS+STABLE	0.17582	5	True	PASSIVE_MOVE 1.838 / OFM 1.413 (effort-vs-result)
E6	in_va	1	STABLE_ONLY	0.02188	5	True	
E6	xa_SI_age_sec	1	STABLE_ONLY	0.04315	5	True	
E6	xa_SI_rv1800	1	STABLE_ONLY	0.02908	5	True	
E6	xa_SI_fuel_share_above	1	CENSUS+STABLE	0.02441	5	True	PASSIVE_MOVE 1.838 / OFM 1.413 (effort-vs-result)
E6	xa_SI_range_so_far	1	STABLE_ONLY	0.01887	5	True	
E6	xa_SI_slope5m	1	STABLE_ONLY	0.0247	5	True	
E6	xa_SI_sflow_phase	1	STABLE_ONLY	0.02514	5	True	
E6	xa_HG_age_sec	1	STABLE_ONLY	0.03974	5	True	
E6	xa_HG_rv1800	1	STABLE_ONLY	0.0293	5	True	
E6	xa_HG_fuel_share_above	1	CENSUS+STABLE	0.01195	5	True	PASSIVE_MOVE 1.838 / OFM 1.413 (effort-vs-result)
E6	xa_HG_slope5m	1	STABLE_ONLY	0.01863	5	True	
E6	xa_HG_sflow_phase	1	STABLE_ONLY	0.02025	5	True	
E6	xa_NKD_age_sec	1	STABLE_ONLY	0.04189	5	True	
E6	xa_NKD_rv1800	1	STABLE_ONLY	0.02609	5	True	
E6	xa_NKD_fuel_share_above	1	CENSUS+STABLE	0.02359	5	True	PASSIVE_MOVE 1.838 / OFM 1.413 (effort-vs-result)
E6	xa_NKD_slope5m	1	STABLE_ONLY	0.02049	5	True	
E6	xa_NKD_sflow_phase	1	STABLE_ONLY	0.01941	5	True	
E6	day_type	1	STABLE_ONLY	0.05378	5	True	
E6	day_type_frac	1	STABLE_ONLY	0.05301	5	True	
E6	ladder_band	1	STABLE_ONLY	0.04986	5	True	
E6	surprise	1	STABLE_ONLY	0.04991	5	True	
E6	range_so_far_usd	1	STABLE_ONLY	0.05301	5	True	
E6	spread_dec_usd	0	CONFLICT_census_vs_measured	0.01429	5	True	wider spread = worse fill, mechanical
E6	side	1	STABLE_ONLY	0.03483	5	True	
E6	slope_1m_with	-1	STABLE_ONLY	-0.03326	5	True	
E6	slope_5m_with	-1	STABLE_ONLY	-0.03952	5	True	
E6	f5m_sflow_with	-1	STABLE_ONLY	-0.01595	5	True	
E6	f30m_n	1	STABLE_ONLY	0.02012	5	True	
E6	f30m_vol	1	CENSUS+STABLE	0.0215	5	True	TAPE_SPIKE 1.462 / AGG_PRINT_60 1.306 (flow concentrates)
E6	f30m_sflow_with	-1	STABLE_ONLY	-0.05511	5	True	
E6	fph_n	1	STABLE_ONLY	0.04932	5	True	
E6	fph_vol	1	STABLE_ONLY	0.04932	5	True	
E6	fph_sflow_with	-1	STABLE_ONLY	-0.10877	5	True	
E6	flow_disagree_30m	1	STABLE_ONLY	0.02656	5	True	
E6	flow_disagree_5m	1	STABLE_ONLY	0.03449	5	True	
E6	extreme_age_sec	-1	STABLE_ONLY	-0.07367	5	True	
E6	ext_needed_usd	-1	STABLE_ONLY	-0.18545	5	True	
E6	room_with_usd	1	CENSUS+STABLE	0.20388	5	True	capacity: SEAT_LIVE 1.31-1.69x, 8/8 eras
E6	room_against_usd	-1	STABLE_ONLY	-0.15435	5	True	
E6	ret_sess_open_with	-1	STABLE_ONLY	-0.29901	5	True	
E6	ret_phase_open_with	-1	STABLE_ONLY	-0.26199	5	True	
E6	prev_phase_ret_with	1	STABLE_ONLY	0.01939	5	True	
E6	conf_to_dec_sec	1	STABLE_ONLY	0.03786	5	True	
E6	ep_is_earliest	1	STABLE_ONLY	0.01095	5	True	
E6	ep_rank	1	STABLE_ONLY	0.01754	5	True	
E6	ep_age_sec	1	STABLE_ONLY	0.01406	5	True	
E6	cell_rank_so_far	1	STABLE_ONLY	0.04937	5	True	
E6	cell_is_open_row	1	STABLE_ONLY	0.03134	5	True	
E6	cell_age_sec	1	STABLE_ONLY	0.04937	5	True	
E6	sess_rank_so_far	1	STABLE_ONLY	0.04937	5	True	
E7	cls_SHOCK_RESOLUTION	1	STABLE_ONLY	0.04306	6	True	
E7	cls_LEVEL_FIRST_TEST	1	STABLE_ONLY	0.0435	6	True	
E7	cls_NEWS_WINDOW	1	STABLE_ONLY	0.03411	6	True	
E7	cls_OPEN_DYNAMICS	1	STABLE_ONLY	0.03286	6	True	
E7	cls_REVERSAL_CONFIRMATION	1	STABLE_ONLY	0.02919	6	True	
E7	cls_RECLAIM	1	STABLE_ONLY	0.04576	6	True	
E7	fam_G1_FINE	1	STABLE_ONLY	0.0257	6	True	
E7	fam_G1_FAST_OPEN	1	STABLE_ONLY	0.03043	6	True	
E7	fam_G2_REJECT	1	STABLE_ONLY	0.03926	6	True	
E7	fam_G2_RECLAIM	1	STABLE_ONLY	0.04571	6	True	
E7	fam_NEWS_WINDOW	1	STABLE_ONLY	0.03411	6	True	
E7	fam_MICRO_OPEN	1	STABLE_ONLY	0.04483	6	True	
E7	fam_POST_SHOCK	1	STABLE_ONLY	0.04306	6	True	
E7	fam_FIRST_TEST	1	STABLE_ONLY	0.04352	6	True	
E7	rung_0.05	1	STABLE_ONLY	0.02305	6	True	
E7	rung_0.075	1	STABLE_ONLY	0.02234	6	True	
E7	rung_0.11	1	STABLE_ONLY	0.02243	6	True	
E7	rung_0.15	1	STABLE_ONLY	0.02228	6	True	
E7	levfam_FVOL_LADDER	1	STABLE_ONLY	0.03926	6	True	
E7	levfam_FVOL_BAND	1	STABLE_ONLY	0.03984	6	True	
E7	levfam_NDAY	1	STABLE_ONLY	0.04665	6	True	
E7	levfam_PRIOR_DAY	1	STABLE_ONLY	0.04265	6	True	
E7	levfam_PHASE_HL	1	STABLE_ONLY	0.04087	6	True	
E7	levfam_VWAP	1	STABLE_ONLY	0.03902	6	True	
E7	levfam_OR_EXT	1	STABLE_ONLY	0.04088	6	True	
E7	flag_OREXT_BEYOND	1	STABLE_ONLY	0.03583	6	True	
E7	flag_OREXT_BEYOND_ANY	1	STABLE_ONLY	0.04299	6	True	
E7	flag_FIRST_TEST_VIRGIN	1	STABLE_ONLY	0.05179	6	True	
E7	rv1800_usd	1	STABLE_ONLY	0.01363	6	True	
E7	rv_ratio	1	STABLE_ONLY	0.01371	6	True	
E7	unspent_sess_usd	0	CONFLICT_census_vs_measured	-0.06898	6	True	capacity: unspent session dollars = room left
E7	coverage_phase	1	STABLE_ONLY	0.05233	6	True	
E7	coverage_session	1	STABLE_ONLY	0.05621	6	True	
E7	runway_phase_sec	0	CONFLICT_census_vs_measured	-0.05184	6	True	runway: room-to-travel is the capacity channel
E7	runway_sess_sec	0	CONFLICT_census_vs_measured	-0.05185	6	True	runway: room-to-travel is the capacity channel
E7	runway_frac	0	CONFLICT_census_vs_measured	-0.05185	6	True	runway: room-to-travel is the capacity channel
E7	phase_age_sec	1	STABLE_ONLY	0.05178	6	True	
E7	p033_product	-1	STABLE_ONLY	-0.0244	6	True	
E7	p033_sqrt	-1	STABLE_ONLY	-0.0244	6	True	
E7	clock_sec	1	STABLE_ONLY	0.0382	6	True	
E7	clock_sin	-1	STABLE_ONLY	-0.01878	6	True	
E7	dec_sec	1	STABLE_ONLY	0.05185	6	True	
E7	mins_to_release	1	STABLE_ONLY	0.04517	6	True	
E7	abs_mins_to_release	-1	STABLE_ONLY	-0.01016	6	True	
E7	post_news_10_20	1	STABLE_ONLY	0.03023	6	True	
E7	release_age_sec	1	STABLE_ONLY	0.04043	6	True	
E7	event_in_phase	1	STABLE_ONLY	0.06512	6	True	
E7	nd_mins_to_next	-1	STABLE_ONLY	-0.20566	6	True	
E7	nd_mins_since_any	1	STABLE_ONLY	0.20573	6	True	
E7	fev_n	1	STABLE_ONLY	0.09455	6	True	
E7	fev_vol	1	STABLE_ONLY	0.09435	6	True	
E7	n_conf_fam_at_refail	1	STABLE_ONLY	0.01358	6	True	
E7	refail_dist_usd	1	STABLE_ONLY	0.01394	6	True	
E7	refail_age_sec	-1	STABLE_ONLY	-0.0119	6	True	
E7	pivot_age_sec	-1	STABLE_ONLY	-0.01648	6	True	
E7	n_level_fams	1	STABLE_ONLY	0.04235	6	True	
E7	thru_n	1	STABLE_ONLY	0.01884	6	True	
E7	thru_bid	1	STABLE_ONLY	0.02101	6	True	
E7	thru_ask	1	STABLE_ONLY	0.01909	6	True	
E7	thru_imb	1	STABLE_ONLY	0.01059	6	True	
E7	c2f_60	1	STABLE_ONLY	0.01265	6	True	
E7	fuel_above	1	STABLE_ONLY	0.02614	6	True	
E7	fuel_below	1	STABLE_ONLY	0.03053	6	True	
E7	fuel_total	1	STABLE_ONLY	0.05182	6	True	
E7	fuel_share_with	1	CENSUS+STABLE	0.17379	6	True	PASSIVE_MOVE 1.838 / OFM 1.413 (effort-vs-result)
E7	in_va	1	STABLE_ONLY	0.02234	6	True	
E7	xa_SI_age_sec	1	STABLE_ONLY	0.04639	6	True	
E7	xa_SI_rv1800	1	STABLE_ONLY	0.0277	6	True	
E7	xa_SI_fuel_share_above	1	CENSUS+STABLE	0.02494	6	True	PASSIVE_MOVE 1.838 / OFM 1.413 (effort-vs-result)
E7	xa_SI_range_so_far	1	STABLE_ONLY	0.0199	6	True	
E7	xa_SI_slope5m	1	STABLE_ONLY	0.02371	6	True	
E7	xa_SI_sflow_phase	1	STABLE_ONLY	0.0253	6	True	
E7	xa_HG_age_sec	1	STABLE_ONLY	0.04369	6	True	
E7	xa_HG_rv1800	1	STABLE_ONLY	0.02703	6	True	
E7	xa_HG_fuel_share_above	1	CENSUS+STABLE	0.01304	6	True	PASSIVE_MOVE 1.838 / OFM 1.413 (effort-vs-result)
E7	xa_HG_slope5m	1	STABLE_ONLY	0.01921	6	True	
E7	xa_HG_sflow_phase	1	STABLE_ONLY	0.02044	6	True	
E7	xa_NKD_age_sec	1	STABLE_ONLY	0.04509	6	True	
E7	xa_NKD_rv1800	1	STABLE_ONLY	0.02777	6	True	
E7	xa_NKD_fuel_share_above	1	CENSUS+STABLE	0.02482	6	True	PASSIVE_MOVE 1.838 / OFM 1.413 (effort-vs-result)
E7	xa_NKD_slope5m	1	STABLE_ONLY	0.02249	6	True	
E7	xa_NKD_sflow_phase	1	STABLE_ONLY	0.01999	6	True	
E7	day_type	1	STABLE_ONLY	0.05841	6	True	
E7	day_type_frac	1	STABLE_ONLY	0.05621	6	True	
E7	ladder_band	1	STABLE_ONLY	0.05401	6	True	
E7	surprise	1	STABLE_ONLY	0.05233	6	True	
E7	range_so_far_usd	1	STABLE_ONLY	0.05621	6	True	
E7	spread_dec_usd	0	CONFLICT_census_vs_measured	0.01502	6	True	wider spread = worse fill, mechanical
E7	side	1	STABLE_ONLY	0.04048	6	True	
E7	slope_1m_with	-1	STABLE_ONLY	-0.03224	6	True	
E7	slope_5m_with	-1	STABLE_ONLY	-0.03915	6	True	
E7	f60_sflow_with	-1	STABLE_ONLY	-0.01104	6	True	
E7	f5m_sflow_with	-1	STABLE_ONLY	-0.01773	6	True	
E7	f30m_n	1	STABLE_ONLY	0.01993	6	True	
E7	f30m_vol	1	CENSUS+STABLE	0.0211	6	True	TAPE_SPIKE 1.462 / AGG_PRINT_60 1.306 (flow concentrates)
E7	f30m_sflow_with	-1	STABLE_ONLY	-0.05536	6	True	
E7	fph_n	1	STABLE_ONLY	0.05182	6	True	
E7	fph_vol	1	STABLE_ONLY	0.05182	6	True	
E7	fph_sflow_with	-1	STABLE_ONLY	-0.10772	6	True	
E7	flow_disagree_30m	1	STABLE_ONLY	0.02898	6	True	
E7	flow_disagree_5m	1	STABLE_ONLY	0.03387	6	True	
E7	extreme_age_sec	-1	STABLE_ONLY	-0.06959	6	True	
E7	ext_needed_usd	-1	STABLE_ONLY	-0.18204	6	True	
E7	room_with_usd	1	CENSUS+STABLE	0.20151	6	True	capacity: SEAT_LIVE 1.31-1.69x, 8/8 eras
E7	room_against_usd	-1	STABLE_ONLY	-0.15024	6	True	
E7	ret_sess_open_with	-1	STABLE_ONLY	-0.29529	6	True	
E7	ret_phase_open_with	-1	STABLE_ONLY	-0.25779	6	True	
E7	prev_phase_ret_with	1	STABLE_ONLY	0.01723	6	True	
E7	conf_to_dec_sec	1	STABLE_ONLY	0.04025	6	True	
E7	ep_is_earliest	1	STABLE_ONLY	0.01175	6	True	
E7	ep_rank	1	STABLE_ONLY	0.01782	6	True	
E7	ep_age_sec	1	STABLE_ONLY	0.01452	6	True	
E7	cell_rank_so_far	1	STABLE_ONLY	0.05185	6	True	
E7	cell_is_open_row	1	STABLE_ONLY	0.03304	6	True	
E7	cell_age_sec	1	STABLE_ONLY	0.05185	6	True	
E7	sess_rank_so_far	1	STABLE_ONLY	0.05185	6	True	
