# PORT M2 port m2 NEW DECISION OBJECTS — joint (member x delay) ranking, rank-then-gate-verify, optimal stopping (E3-E7 develop, E8 one blind read) (lane=port-m2-newobj; version=PORT-M2-NEWOBJ-V1; seed=20260813)
# E8 QUARANTINE: every fit, threshold and selection in this file is made on E3-E7 only; E8 rows are ONE labeled blind read and were never an input to any choice.
# TWO DEFECTS ARE FIXED IN THIS TABLE AND BOTH CHANGE THE HEADLINE.
# (1) THE DENOMINATOR.  `newobj.replay_delayed` emits one row per session THAT TRADED, and `read_rows` averages over exactly those, so every `usd_per_session` this program has printed for an ABSTAINING rule is conditional on trading.  usd_per_session_ALL is the honest figure: non-trading sessions contribute $0 and the mean is over the era's real session count.  usd_per_FIRING_session is the incumbent's quantity, kept beside it so the two are never confused again.  n_trades_total is the count that makes the difference legible.
# (2) THE MISSING FAMILIES.  `ARRIVAL_FITTED.tsv` carried 20 of these 30 policies: the fitted score columns were written only on eval rows, so `seats_tau`/`seats_occupancy` found an all-NaN training block, returned an empty seat list, and were dropped by `if not real: continue`.  Every LEVEL-consuming rule was missing from the table built to measure a calibrated LEVEL — OCCUPANCY among them, the declining-bar rule the seated-vs-selected diagnosis named as the medicine and which the journal recorded as already in flight.
# A POLICY THAT SEATS NOTHING NOW PRINTS A ROW READING $0.00 AT 0.000 seats/session instead of vanishing.
# REPLAYED ON THE ERA'S EVAL ROWS.  Reading the maximum of this table as an achievement is the winner's curse; see KNOB_HONESTY.tsv.
# Scores are the incumbent's own ISOTONICALLY CALIBRATED columns, extended to cover the training block (CALEV, verified to reproduce the incumbent's eval-row values exactly).  The inner table uses CALIN — the same map fitted on the inner TRAIN days — so the selector is out-of-sample in the same way the eval read is.
era	criterion	target	policy	knob	n_seeds	usd_per_session_ALL	sd_usd	ci_lo	ci_hi	usd_per_FIRING_session	n_firing_sessions	n_era_sessions	n_trades_total	usd_per_trade	seats_per_session	shuffled_null	causal_oracle	capture_of_causal_oracle	aim_08causal	gap_to_aim
E5	BINDING	A_PBAR	CELLSOFAR_0.95	0.95	5	-60.97	16.97	-161.52	39.57	-61.66	382.6	387	621.2	-38.16	1.6052	-37.2	2021.0	-0.0302	1616.8	-1677.77
E5	BINDING	A_PBAR	CELLSOFAR_0.99	0.99	5	-48.17	20.3	-148.12	51.79	-49.77	373.8	387	575.0	-32.45	1.4858	-56.05	2021.0	-0.0238	1616.8	-1664.97
E5	BINDING	A_PBAR	DAYSOFAR_0.5	0.5	5	-97.71	9.52	-196.08	0.66	-97.71	387.0	387	774.0	-48.84	2.0	3.22	2021.0	-0.0483	1616.8	-1714.51
E5	BINDING	A_PBAR	DAYSOFAR_0.7	0.7	5	-79.6	16.06	-190.58	31.38	-79.6	387.0	387	747.8	-41.28	1.9323	7.47	2021.0	-0.0394	1616.8	-1696.4
E5	BINDING	A_PBAR	DAYSOFAR_0.9	0.9	5	-40.91	9.08	-150.77	68.94	-40.91	387.0	387	618.4	-25.63	1.5979	-31.74	2021.0	-0.0202	1616.8	-1657.71
E5	BINDING	A_PBAR	FIRST_3		5	-59.96	0.0	-158.54	38.61	-59.96	387.0	387	775.0	-29.94	2.0026	-59.96	2021.0	-0.0297	1616.8	-1676.76
E5	BINDING	A_PBAR	OCCUPANCY_0.5	0.5	5	-50.72	13.46	-151.09	49.64	-51.14	383.8	387	461.4	-42.6	1.1922	-17.59	2021.0	-0.0251	1616.8	-1667.52
E5	BINDING	A_PBAR	OCCUPANCY_1	1.0	5	-33.77	41.46	-136.69	69.14	-33.8	386.4	387	487.4	-26.85	1.2594	-54.14	2021.0	-0.0167	1616.8	-1650.57
E5	BINDING	A_PBAR	OCCUPANCY_2	2.0	5	-61.9	15.67	-162.42	38.63	-61.94	386.8	387	498.0	-48.21	1.2868	-90.17	2021.0	-0.0306	1616.8	-1678.7
E5	BINDING	A_PBAR	SECRETARY_0.1	0.1	5	-26.12	21.66	-79.46	27.21	-48.94	209.6	387	247.2	-41.82	0.6388	-58.48	2021.0	-0.0129	1616.8	-1642.92
E5	BINDING	A_PBAR	SECRETARY_0.25	0.25	5	-22.4	6.49	-47.87	3.08	-130.44	69.0	387	72.0	-125.68	0.186	-48.48	2021.0	-0.0111	1616.8	-1639.2
E5	BINDING	A_PBAR	SECRETARY_0.5	0.5	5	-0.13	2.58	-6.56	6.31	1.3	8.0	387	8.0	1.3	0.0207	-35.77	2021.0	-0.0001	1616.8	-1616.93
E5	BINDING	A_PBAR	SECRETARY_0.6	0.6	5	-0.17	1.74	-2.39	2.04	70.38	2.0	387	2.0	87.97	0.0052	-11.11	2021.0	-0.0001	1616.8	-1616.97
E5	BINDING	A_PBAR	SECRETARY_0.7	0.7	5	0.19	0.65	-0.57	0.95	74.25	0.4	387	0.4	185.63	0.001	-13.52	2021.0	0.0001	1616.8	-1616.61
E5	BINDING	A_PBAR	SECRETARY_0.8	0.8	5	-0.1	0.19	-0.29	0.09	-37.25	0.2	387	0.2	-186.25	0.0005	-13.84	2021.0	-0.0	1616.8	-1616.9
E5	BINDING	A_PBAR	SECRETARY_RE_0.1	0.1	5	-26.12	21.66	-79.46	27.21	-48.94	209.6	387	247.2	-41.82	0.6388	-60.85	2021.0	-0.0129	1616.8	-1642.92
E5	BINDING	A_PBAR	SECRETARY_RE_0.25	0.25	5	-22.4	6.49	-47.87	3.08	-130.44	69.0	387	72.0	-125.68	0.186	-52.66	2021.0	-0.0111	1616.8	-1639.2
E5	BINDING	A_PBAR	SECRETARY_RE_0.5	0.5	5	-0.13	2.58	-6.56	6.31	1.3	8.0	387	8.0	1.3	0.0207	-32.15	2021.0	-0.0001	1616.8	-1616.93
E5	BINDING	A_PBAR	SECRETARY_RE_0.6	0.6	5	-0.17	1.74	-2.39	2.04	70.38	2.0	387	2.0	87.97	0.0052	-30.94	2021.0	-0.0001	1616.8	-1616.97
E5	BINDING	A_PBAR	SECRETARY_RE_0.7	0.7	5	0.19	0.65	-0.57	0.95	74.25	0.4	387	0.4	185.63	0.001	-6.67	2021.0	0.0001	1616.8	-1616.61
E5	BINDING	A_PBAR	SECRETARY_RE_0.8	0.8	5	-0.1	0.19	-0.29	0.09	-37.25	0.2	387	0.2	-186.25	0.0005	-12.98	2021.0	-0.0	1616.8	-1616.9
E5	BINDING	A_PBAR	TAU_0.5	0.5	5	-59.96	0.0	-158.54	38.61	-59.96	387.0	387	775.0	-29.94	2.0026	-55.8	2021.0	-0.0297	1616.8	-1676.76
E5	BINDING	A_PBAR	TAU_0.7	0.7	5	-69.0	2.67	-168.51	30.52	-69.0	387.0	387	768.0	-34.77	1.9845	-13.42	2021.0	-0.0341	1616.8	-1685.8
E5	BINDING	A_PBAR	TAU_0.8	0.8	5	-45.19	5.29	-147.65	57.26	-45.19	387.0	387	738.8	-23.67	1.909	13.49	2021.0	-0.0224	1616.8	-1661.99
E5	BINDING	A_PBAR	TAU_0.9	0.9	5	-47.62	15.14	-153.4	58.16	-47.62	387.0	387	632.6	-29.22	1.6346	-44.1	2021.0	-0.0236	1616.8	-1664.42
E5	BINDING	A_PBAR	TAU_0.95	0.95	5	-31.07	25.26	-134.07	71.93	-31.33	383.2	387	542.0	-22.33	1.4005	-41.72	2021.0	-0.0154	1616.8	-1647.87
E5	BINDING	A_PBAR	TAU_0.975	0.975	5	-34.69	31.39	-135.91	66.54	-36.33	372.8	387	469.8	-29.49	1.214	-16.48	2021.0	-0.0172	1616.8	-1651.49
E5	BINDING	A_PBAR	TAU_0.99	0.99	5	-19.8	30.5	-117.99	78.39	-21.12	344.4	387	396.0	-18.21	1.0233	-41.48	2021.0	-0.0098	1616.8	-1636.6
E5	BINDING	A_PWIN	CELLSOFAR_0.8	0.8	5	-7.69	47.47	-112.6	97.22	-7.69	387.0	387	748.4	-4.64	1.9339	-52.57	2021.0	-0.0038	1616.8	-1624.49
E5	BINDING	A_PWIN	CELLSOFAR_0.9	0.9	5	-10.81	43.27	-116.43	94.8	-10.81	386.6	387	710.6	-6.58	1.8362	-24.1	2021.0	-0.0053	1616.8	-1627.61
E5	BINDING	A_PWIN	CELLSOFAR_0.95	0.95	5	1.68	41.15	-105.39	108.74	1.66	386.2	387	677.2	0.78	1.7499	-31.05	2021.0	0.0008	1616.8	-1615.12
E5	BINDING	A_PWIN	CELLSOFAR_0.99	0.99	5	16.48	44.14	-92.78	125.73	16.76	384.0	387	648.0	10.08	1.6744	-50.79	2021.0	0.0082	1616.8	-1600.32
E5	BINDING	A_PWIN	DAYSOFAR_0.5	0.5	5	-30.33	27.73	-124.15	63.5	-30.33	387.0	387	755.4	-15.64	1.9519	-0.99	2021.0	-0.015	1616.8	-1647.13
E5	BINDING	A_PWIN	DAYSOFAR_0.7	0.7	5	-52.54	19.38	-146.56	41.47	-52.56	386.8	387	709.2	-28.67	1.8326	-7.58	2021.0	-0.026	1616.8	-1669.34
E5	BINDING	A_PWIN	DAYSOFAR_0.9	0.9	5	-34.94	35.67	-135.95	66.06	-34.95	386.2	387	646.2	-21.08	1.6698	-39.49	2021.0	-0.0173	1616.8	-1651.74
E5	BINDING	A_PWIN	FIRST_3		5	-59.96	0.0	-158.54	38.61	-59.96	387.0	387	775.0	-29.94	2.0026	-59.96	2021.0	-0.0297	1616.8	-1676.76
E5	BINDING	A_PWIN	OCCUPANCY_0.5	0.5	5	-17.62	41.02	-89.94	54.69	-34.34	208.6	387	216.6	-33.48	0.5597	-35.85	2021.0	-0.0087	1616.8	-1634.42
E5	BINDING	A_PWIN	OCCUPANCY_1	1.0	5	-45.39	33.06	-121.49	30.7	-46.83	372.0	387	451.2	-38.06	1.1659	-41.8	2021.0	-0.0225	1616.8	-1662.19
E5	BINDING	A_PWIN	OCCUPANCY_2	2.0	5	-36.8	16.49	-124.89	51.29	-37.88	374.6	387	463.0	-30.43	1.1964	-55.29	2021.0	-0.0182	1616.8	-1653.6
E5	BINDING	A_PWIN	SECRETARY_0.1	0.1	5	-21.42	29.05	-83.59	40.76	-34.26	238.8	387	283.6	-28.73	0.7328	-50.05	2021.0	-0.0106	1616.8	-1638.22
E5	BINDING	A_PWIN	SECRETARY_0.25	0.25	5	-6.57	13.9	-43.41	30.27	-24.03	108.0	387	115.0	-22.54	0.2972	-38.23	2021.0	-0.0033	1616.8	-1623.37
E5	BINDING	A_PWIN	SECRETARY_0.5	0.5	5	-10.66	8.06	-26.75	5.43	-129.7	31.2	387	31.4	-128.22	0.0811	-11.14	2021.0	-0.0053	1616.8	-1627.46
E5	BINDING	A_PWIN	SECRETARY_0.6	0.6	5	-1.02	3.08	-11.82	9.79	-25.04	14.6	387	14.6	-25.04	0.0377	-16.35	2021.0	-0.0005	1616.8	-1617.82
E5	BINDING	A_PWIN	SECRETARY_0.7	0.7	5	-1.61	2.16	-6.88	3.66	-68.71	8.0	387	8.0	-68.71	0.0207	-12.23	2021.0	-0.0008	1616.8	-1618.41
E5	BINDING	A_PWIN	SECRETARY_0.8	0.8	5	0.47	0.93	-0.84	1.77	82.92	2.2	387	2.2	82.92	0.0057	-0.51	2021.0	0.0002	1616.8	-1616.33
E5	BINDING	A_PWIN	SECRETARY_RE_0.1	0.1	5	-21.42	29.05	-83.59	40.76	-34.26	238.8	387	283.6	-28.73	0.7328	-25.38	2021.0	-0.0106	1616.8	-1638.22
E5	BINDING	A_PWIN	SECRETARY_RE_0.25	0.25	5	-6.57	13.9	-43.41	30.27	-24.03	108.0	387	115.0	-22.54	0.2972	-50.33	2021.0	-0.0033	1616.8	-1623.37
E5	BINDING	A_PWIN	SECRETARY_RE_0.5	0.5	5	-10.66	8.06	-26.75	5.43	-129.7	31.2	387	31.4	-128.22	0.0811	-24.88	2021.0	-0.0053	1616.8	-1627.46
E5	BINDING	A_PWIN	SECRETARY_RE_0.6	0.6	5	-1.02	3.08	-11.82	9.79	-25.04	14.6	387	14.6	-25.04	0.0377	-11.5	2021.0	-0.0005	1616.8	-1617.82
E5	BINDING	A_PWIN	SECRETARY_RE_0.7	0.7	5	-1.61	2.16	-6.88	3.66	-68.71	8.0	387	8.0	-68.71	0.0207	-15.9	2021.0	-0.0008	1616.8	-1618.41
E5	BINDING	A_PWIN	SECRETARY_RE_0.8	0.8	5	0.47	0.93	-0.84	1.77	82.92	2.2	387	2.2	82.92	0.0057	-5.29	2021.0	0.0002	1616.8	-1616.33
E5	BINDING	A_PWIN	TAU_0.5	0.5	5	-46.95	16.79	-150.49	56.58	-47.51	381.2	387	549.4	-32.59	1.4196	-14.59	2021.0	-0.0232	1616.8	-1663.75
E5	BINDING	A_PWIN	TAU_0.7	0.7	5	-8.99	17.41	-103.25	85.27	-10.75	326.6	387	417.8	-8.38	1.0796	-36.1	2021.0	-0.0044	1616.8	-1625.79
E5	BINDING	A_PWIN	TAU_0.8	0.8	5	-12.8	31.19	-101.97	76.37	-18.94	300.0	387	369.6	-16.16	0.955	-44.35	2021.0	-0.0063	1616.8	-1629.6
E5	BINDING	A_PWIN	TAU_0.9	0.9	5	-32.17	28.82	-108.71	44.38	-49.75	238.2	387	276.4	-44.57	0.7142	-70.72	2021.0	-0.0159	1616.8	-1648.97
E5	BINDING	A_PWIN	TAU_0.95	0.95	5	-21.27	36.43	-89.67	47.13	-22.64	179.2	387	202.2	-20.67	0.5225	0.41	2021.0	-0.0105	1616.8	-1638.07
E5	BINDING	A_PWIN	TAU_0.975	0.975	5	-11.75	41.83	-77.44	53.95	12.64	140.8	387	152.6	12.15	0.3943	-39.21	2021.0	-0.0058	1616.8	-1628.55
E5	BINDING	A_PWIN	TAU_0.99	0.99	5	-9.29	38.46	-60.94	42.36	20.7	105.4	387	113.4	19.84	0.293	-34.54	2021.0	-0.0046	1616.8	-1626.09
E6	BINDING	A_EV	CELLSOFAR_0.8	0.8	5	-40.91	52.32	-143.91	62.09	-40.91	384.0	384	744.6	-21.41	1.9391	-82.33	2675.0	-0.0153	2140.0	-2180.91
E6	BINDING	A_EV	CELLSOFAR_0.9	0.9	5	-15.72	48.72	-119.4	87.96	-15.72	384.0	384	748.0	-8.32	1.9479	-41.8	2675.0	-0.0059	2140.0	-2155.72
E6	BINDING	A_EV	CELLSOFAR_0.95	0.95	5	-14.36	43.99	-119.07	90.34	-14.36	384.0	384	744.6	-7.69	1.9391	-54.93	2675.0	-0.0054	2140.0	-2154.36
E6	BINDING	A_EV	CELLSOFAR_0.99	0.99	5	-16.85	49.47	-121.63	87.93	-16.85	384.0	384	734.0	-9.1	1.9115	-35.43	2675.0	-0.0063	2140.0	-2156.85
E6	BINDING	A_EV	DAYSOFAR_0.5	0.5	5	-26.37	17.01	-136.93	84.19	-26.37	384.0	384	709.2	-14.3	1.8469	-63.49	2675.0	-0.0099	2140.0	-2166.37
E6	BINDING	A_EV	DAYSOFAR_0.7	0.7	5	-58.63	36.33	-171.61	54.35	-58.63	384.0	384	702.2	-32.26	1.8286	-86.79	2675.0	-0.0219	2140.0	-2198.63
E6	BINDING	A_EV	DAYSOFAR_0.9	0.9	5	-38.22	39.83	-153.27	76.83	-38.21	383.8	384	666.2	-22.44	1.7349	-89.63	2675.0	-0.0143	2140.0	-2178.22
E6	BINDING	A_EV	FIRST_3		5	-25.87	0.0	-150.41	98.68	-25.87	384.0	384	729.0	-13.62	1.8984	-25.87	2675.0	-0.0097	2140.0	-2165.87
E6	BINDING	A_EV	OCCUPANCY_0.5	0.5	5	-33.7	21.9	-122.34	54.95	-37.12	348.4	384	422.6	-30.85	1.1005	-21.37	2675.0	-0.0126	2140.0	-2173.7
E6	BINDING	A_EV	OCCUPANCY_1	1.0	5	-27.33	15.46	-122.23	67.57	-29.02	362.2	384	455.0	-23.2	1.1849	-96.86	2675.0	-0.0102	2140.0	-2167.33
E6	BINDING	A_EV	OCCUPANCY_2	2.0	5	-37.96	22.97	-127.11	51.19	-39.84	365.8	384	478.4	-30.42	1.2458	-64.04	2675.0	-0.0142	2140.0	-2177.96
E6	BINDING	A_EV	SECRETARY_0.1	0.1	5	23.11	40.18	-77.59	123.82	23.26	383.2	384	703.4	12.6	1.8318	-76.32	2675.0	0.0086	2140.0	-2116.89
E6	BINDING	A_EV	SECRETARY_0.25	0.25	5	-24.99	34.14	-102.87	52.9	-25.31	375.0	384	631.4	-15.21	1.6443	-68.08	2675.0	-0.0093	2140.0	-2164.99
E6	BINDING	A_EV	SECRETARY_0.5	0.5	5	-37.77	35.54	-97.54	21.99	-41.18	350.4	384	519.6	-28.15	1.3531	-48.48	2675.0	-0.0141	2140.0	-2177.77
E6	BINDING	A_EV	SECRETARY_0.6	0.6	5	-53.29	20.41	-103.52	-3.06	-61.52	331.0	384	464.0	-43.93	1.2083	-14.11	2675.0	-0.0199	2140.0	-2193.29
E6	BINDING	A_EV	SECRETARY_0.7	0.7	5	-49.06	18.99	-90.21	-7.9	-61.5	303.2	384	410.4	-45.4	1.0687	-20.46	2675.0	-0.0183	2140.0	-2189.06
E6	BINDING	A_EV	SECRETARY_0.8	0.8	5	-39.35	13.14	-72.69	-6.0	-57.01	265.6	384	339.2	-44.6	0.8833	-22.03	2675.0	-0.0147	2140.0	-2179.35
E6	BINDING	A_EV	SECRETARY_RE_0.1	0.1	5	22.9	40.21	-77.77	123.57	23.05	383.2	384	706.0	12.42	1.8385	-80.18	2675.0	0.0086	2140.0	-2117.1
E6	BINDING	A_EV	SECRETARY_RE_0.25	0.25	5	-25.09	34.29	-102.96	52.78	-25.41	375.0	384	634.4	-15.21	1.6521	-59.12	2675.0	-0.0094	2140.0	-2165.09
E6	BINDING	A_EV	SECRETARY_RE_0.5	0.5	5	-37.77	35.52	-97.53	21.99	-41.16	350.4	384	522.2	-28.08	1.3599	-36.05	2675.0	-0.0141	2140.0	-2177.77
E6	BINDING	A_EV	SECRETARY_RE_0.6	0.6	5	-53.27	20.44	-103.49	-3.05	-61.49	331.0	384	466.4	-43.72	1.2146	-34.93	2675.0	-0.0199	2140.0	-2193.27
E6	BINDING	A_EV	SECRETARY_RE_0.7	0.7	5	-49.01	19.07	-90.16	-7.87	-61.44	303.2	384	412.8	-45.12	1.075	-17.24	2675.0	-0.0183	2140.0	-2189.01
E6	BINDING	A_EV	SECRETARY_RE_0.8	0.8	5	-39.3	13.18	-72.65	-5.95	-56.94	265.6	384	341.6	-44.22	0.8896	-11.54	2675.0	-0.0147	2140.0	-2179.3
E6	BINDING	A_EV	TAU_0.5	0.5	5	16.46	28.18	-90.77	123.69	16.46	384.0	384	730.2	8.64	1.9016	-31.4	2675.0	0.0062	2140.0	-2123.54
E6	BINDING	A_EV	TAU_0.7	0.7	5	10.91	43.47	-97.41	119.23	11.39	376.8	384	655.8	6.12	1.7078	-66.91	2675.0	0.0041	2140.0	-2129.09
E6	BINDING	A_EV	TAU_0.8	0.8	5	-32.12	25.17	-127.33	63.09	-35.87	344.6	384	521.6	-24.24	1.3583	-12.81	2675.0	-0.012	2140.0	-2172.12
E6	BINDING	A_EV	TAU_0.9	0.9	5	-5.67	24.12	-92.52	81.19	-8.31	254.4	384	327.2	-6.7	0.8521	-32.79	2675.0	-0.0021	2140.0	-2145.67
E6	BINDING	A_EV	TAU_0.95	0.95	5	-1.93	35.43	-78.52	74.66	-1.22	182.6	384	223.6	-1.51	0.5823	-67.23	2675.0	-0.0007	2140.0	-2141.93
E6	BINDING	A_EV	TAU_0.975	0.975	5	26.32	8.5	-45.06	97.7	84.54	120.2	384	141.6	72.51	0.3687	-41.09	2675.0	0.0098	2140.0	-2113.68
E6	BINDING	A_EV	TAU_0.99	0.99	5	21.35	26.73	-33.49	76.19	135.0	64.6	384	71.8	118.94	0.187	-37.18	2675.0	0.008	2140.0	-2118.65
E6	BINDING	A_PBAR	CELLSOFAR_0.8	0.8	5	-66.52	44.58	-187.29	54.25	-66.52	384.0	384	680.6	-37.92	1.7724	-87.7	2675.0	-0.0249	2140.0	-2206.52
E6	BINDING	A_PBAR	CELLSOFAR_0.9	0.9	5	-66.74	22.11	-190.69	57.2	-67.0	382.8	384	622.0	-41.39	1.6198	-87.83	2675.0	-0.025	2140.0	-2206.74
E6	BINDING	A_PBAR	CELLSOFAR_0.95	0.95	5	-49.35	29.08	-171.58	72.89	-49.99	379.8	384	587.6	-32.51	1.5302	-77.78	2675.0	-0.0184	2140.0	-2189.35
E6	BINDING	A_PBAR	CELLSOFAR_0.99	0.99	5	-53.44	24.98	-170.63	63.75	-55.78	367.2	384	531.8	-38.42	1.3849	-63.43	2675.0	-0.02	2140.0	-2193.44
E6	BINDING	A_PBAR	DAYSOFAR_0.5	0.5	5	-33.78	13.27	-157.65	90.09	-33.78	384.0	384	705.2	-18.42	1.8365	-88.81	2675.0	-0.0126	2140.0	-2173.78
E6	BINDING	A_PBAR	DAYSOFAR_0.7	0.7	5	-14.57	15.21	-144.97	115.83	-14.57	384.0	384	700.2	-8.02	1.8234	-92.06	2675.0	-0.0054	2140.0	-2154.57
E6	BINDING	A_PBAR	DAYSOFAR_0.9	0.9	5	-30.63	22.42	-160.55	99.29	-30.63	384.0	384	609.0	-19.37	1.5859	-34.13	2675.0	-0.0115	2140.0	-2170.63
E6	BINDING	A_PBAR	FIRST_3		5	-25.87	0.0	-150.41	98.68	-25.87	384.0	384	729.0	-13.62	1.8984	-25.87	2675.0	-0.0097	2140.0	-2165.87
E6	BINDING	A_PBAR	OCCUPANCY_0.5	0.5	5	-57.74	43.31	-161.88	46.4	-59.8	370.6	384	446.6	-49.67	1.163	-56.25	2675.0	-0.0216	2140.0	-2197.74
E6	BINDING	A_PBAR	OCCUPANCY_1	1.0	5	-55.65	27.93	-167.98	56.67	-56.4	379.0	384	467.2	-45.75	1.2167	-52.53	2675.0	-0.0208	2140.0	-2195.65
E6	BINDING	A_PBAR	OCCUPANCY_2	2.0	5	-41.78	32.96	-163.72	80.16	-42.22	380.0	384	480.6	-33.58	1.2516	-90.6	2675.0	-0.0156	2140.0	-2181.78
E6	BINDING	A_PBAR	SECRETARY_0.1	0.1	5	25.74	20.31	-47.96	99.43	47.42	203.8	384	227.8	42.3	0.5932	-88.67	2675.0	0.0096	2140.0	-2114.26
E6	BINDING	A_PBAR	SECRETARY_0.25	0.25	5	5.11	4.75	-37.5	47.72	27.85	74.4	384	75.4	27.46	0.1964	-73.63	2675.0	0.0019	2140.0	-2134.89
E6	BINDING	A_PBAR	SECRETARY_0.5	0.5	5	10.74	6.36	-8.57	30.05	491.53	8.6	384	8.6	491.53	0.0224	-32.28	2675.0	0.004	2140.0	-2129.26
E6	BINDING	A_PBAR	SECRETARY_0.6	0.6	5	4.78	1.44	-6.91	16.47	1261.25	1.8	384	1.8	1261.25	0.0047	-22.96	2675.0	0.0018	2140.0	-2135.22
E6	BINDING	A_PBAR	SECRETARY_0.7	0.7	5	0.0	0.0	0.0	0.0	0.0	0.0	384	0.0		0.0	-22.98	2675.0	0.0	2140.0	-2140.0
E6	BINDING	A_PBAR	SECRETARY_0.8	0.8	5	0.0	0.0	0.0	0.0	0.0	0.0	384	0.0		0.0	-8.04	2675.0	0.0	2140.0	-2140.0
E6	BINDING	A_PBAR	SECRETARY_RE_0.1	0.1	5	25.74	20.31	-47.96	99.43	47.42	203.8	384	227.8	42.3	0.5932	-57.45	2675.0	0.0096	2140.0	-2114.26
E6	BINDING	A_PBAR	SECRETARY_RE_0.25	0.25	5	5.11	4.75	-37.5	47.72	27.85	74.4	384	75.4	27.46	0.1964	-60.48	2675.0	0.0019	2140.0	-2134.89
E6	BINDING	A_PBAR	SECRETARY_RE_0.5	0.5	5	10.74	6.36	-8.57	30.05	491.53	8.6	384	8.6	491.53	0.0224	-35.35	2675.0	0.004	2140.0	-2129.26
E6	BINDING	A_PBAR	SECRETARY_RE_0.6	0.6	5	4.78	1.44	-6.91	16.47	1261.25	1.8	384	1.8	1261.25	0.0047	-30.62	2675.0	0.0018	2140.0	-2135.22
E6	BINDING	A_PBAR	SECRETARY_RE_0.7	0.7	5	0.0	0.0	0.0	0.0	0.0	0.0	384	0.0		0.0	-15.1	2675.0	0.0	2140.0	-2140.0
E6	BINDING	A_PBAR	SECRETARY_RE_0.8	0.8	5	0.0	0.0	0.0	0.0	0.0	0.0	384	0.0		0.0	-20.72	2675.0	0.0	2140.0	-2140.0
E6	BINDING	A_PBAR	TAU_0.5	0.5	5	-25.87	0.0	-150.41	98.68	-25.87	384.0	384	729.0	-13.62	1.8984	-14.76	2675.0	-0.0097	2140.0	-2165.87
E6	BINDING	A_PBAR	TAU_0.7	0.7	5	-31.95	4.67	-154.71	90.81	-31.95	384.0	384	727.2	-16.87	1.8938	0.87	2675.0	-0.0119	2140.0	-2171.95
E6	BINDING	A_PBAR	TAU_0.8	0.8	5	-43.11	11.24	-158.95	72.72	-43.11	384.0	384	716.0	-23.16	1.8646	-41.31	2675.0	-0.0161	2140.0	-2183.11
E6	BINDING	A_PBAR	TAU_0.9	0.9	5	-35.09	7.94	-153.15	82.96	-35.14	383.6	384	597.0	-22.57	1.5547	-60.8	2675.0	-0.0131	2140.0	-2175.09
E6	BINDING	A_PBAR	TAU_0.95	0.95	5	-44.6	11.5	-160.14	70.94	-45.4	378.0	384	511.6	-33.92	1.3323	-100.75	2675.0	-0.0167	2140.0	-2184.6
E6	BINDING	A_PBAR	TAU_0.975	0.975	5	-23.39	29.88	-141.18	94.4	-25.9	351.0	384	421.2	-21.74	1.0969	-47.5	2675.0	-0.0087	2140.0	-2163.39
E6	BINDING	A_PBAR	TAU_0.99	0.99	5	-39.0	26.82	-150.97	72.97	-48.06	321.0	384	361.2	-43.43	0.9406	-52.47	2675.0	-0.0146	2140.0	-2179.0
E6	BINDING	A_PWIN	CELLSOFAR_0.8	0.8	5	-25.17	26.09	-149.55	99.21	-25.17	384.0	384	684.4	-14.33	1.7823	-34.49	2675.0	-0.0094	2140.0	-2165.17
E6	BINDING	A_PWIN	CELLSOFAR_0.9	0.9	5	-7.36	36.44	-132.65	117.93	-7.36	383.8	384	661.6	-4.71	1.7229	-99.62	2675.0	-0.0028	2140.0	-2147.36
E6	BINDING	A_PWIN	CELLSOFAR_0.95	0.95	5	-15.84	31.53	-140.08	108.4	-15.85	383.8	384	642.6	-9.8	1.6734	-67.39	2675.0	-0.0059	2140.0	-2155.84
E6	BINDING	A_PWIN	CELLSOFAR_0.99	0.99	5	-18.11	45.07	-138.94	102.73	-18.16	383.4	384	633.8	-11.36	1.6505	-26.52	2675.0	-0.0068	2140.0	-2158.11
E6	BINDING	A_PWIN	DAYSOFAR_0.5	0.5	5	-21.92	21.76	-139.59	95.74	-21.92	384.0	384	683.2	-12.34	1.7792	-13.39	2675.0	-0.0082	2140.0	-2161.92
E6	BINDING	A_PWIN	DAYSOFAR_0.7	0.7	5	-44.77	31.34	-162.57	73.02	-44.8	383.8	384	646.6	-26.81	1.6839	-56.06	2675.0	-0.0167	2140.0	-2184.77
E6	BINDING	A_PWIN	DAYSOFAR_0.9	0.9	5	-41.5	30.87	-156.61	73.61	-41.55	383.8	384	596.8	-27.01	1.5542	-80.84	2675.0	-0.0155	2140.0	-2181.5
E6	BINDING	A_PWIN	FIRST_3		5	-25.87	0.0	-150.41	98.68	-25.87	384.0	384	729.0	-13.62	1.8984	-25.87	2675.0	-0.0097	2140.0	-2165.87
E6	BINDING	A_PWIN	OCCUPANCY_0.5	0.5	5	-57.46	36.26	-146.44	31.52	-84.05	259.2	384	285.6	-76.42	0.7438	-64.1	2675.0	-0.0215	2140.0	-2197.46
E6	BINDING	A_PWIN	OCCUPANCY_1	1.0	5	-48.96	4.89	-141.44	43.52	-51.85	362.6	384	440.4	-42.69	1.1469	-67.81	2675.0	-0.0183	2140.0	-2188.96
E6	BINDING	A_PWIN	OCCUPANCY_2	2.0	5	-48.89	15.78	-141.89	44.12	-51.7	363.4	384	452.4	-41.5	1.1781	-69.55	2675.0	-0.0183	2140.0	-2188.89
