# PORT M2 port m2 NEW DECISION OBJECTS — joint (member x delay) ranking, rank-then-gate-verify, optimal stopping (E3-E7 develop, E8 one blind read) (lane=port-m2-newobj; version=PORT-M2-NEWOBJ-V1; seed=20260813)
# E8 QUARANTINE: every fit, threshold and selection in this file is made on E3-E7 only; E8 rows are ONE labeled blind read and were never an input to any choice.
# H1 = the champion's OWN ranking objective regrouped from CELL to (asset, DAY), labels = within-day certificate grades.  The rule that wins compares within DAY while the champion is trained within CELL — mismatched by exactly one level of the hierarchy.
# H2 = S_XGB_DAYZ, the folded score standardised causally against the DAY'S OWN PAST arrivals (expanding mean/sd, warmup 10).  TAUZ is the absolute-threshold level rule that a z-score makes possible without any training-block reference.
# ORACLE_DAYRANK is the HINDSIGHT ceiling probe: the true within-day certificate rank.  It separates 'the rule needs the day-RANK' from 'the rule needs the dollar LEVEL'.
# H1_DAYRANK is fitted HERE and therefore predicted over tr | ev, so it carries TRAINING-BLOCK COVERAGE and can run the LEVEL families that the deployed column structurally cannot.
# NOT_RUN rows are policies that could not execute because an input was absent.  They are never $0.00, and they are excluded from both the selection and the search-adjusted null.
mode	era	score_column	family	policy	status	usd_per_session_ALL	sd_usd	ci_lo	ci_hi	n_trades_total	n_firing_sessions	n_era_sessions	top5_trade_share_of_pnl	shuffled_null	causal_oracle	capture_of_causal_oracle	not_run_reason
eval	E4	S_XGB_DAYZ	DAYSOFAR	DAYSOFAR_0.7	ran	4.8	10.3	-95.34	104.94	782.4	385.0	385	0.088	-11.8	2133.0	0.0022	
eval	E4	S_XGB_DAYZ	DAYSOFAR	DAYSOFAR_0.9	ran	18.81	19.88	-85.95	123.56	688.0	384.0	385	0.095	-36.52	2133.0	0.0088	
eval	E4	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_0.5	NOT_RUN							385			2133.0		seats_occupancy: the TRAINING BLOCK carries no finite score (558352 rows), so the quantile reference cannot be built.  T
eval	E4	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_1	NOT_RUN							385			2133.0		seats_occupancy: the TRAINING BLOCK carries no finite score (558352 rows), so the quantile reference cannot be built.  T
eval	E4	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_2	NOT_RUN							385			2133.0		seats_occupancy: the TRAINING BLOCK carries no finite score (558352 rows), so the quantile reference cannot be built.  T
eval	E4	S_XGB_DAYZ	SECTIME	SECTIME_0.05	ran	-16.74	28.02	-104.04	70.56	635.8	377.0	385	0.092	-88.57	2133.0	-0.0078	
eval	E4	S_XGB_DAYZ	SECTIME	SECTIME_0.1	ran	37.83	25.0	-44.93	120.58	584.2	362.2	385	0.105	-49.87	2133.0	0.0177	
eval	E4	S_XGB_DAYZ	SECTIME	SECTIME_0.15	ran	-17.97	16.5	-89.83	53.89	520.2	348.0	385	0.116	-21.53	2133.0	-0.0084	
eval	E4	S_XGB_DAYZ	SECTIME	SECTIME_0.25	ran	-12.39	24.36	-67.18	42.39	395.6	297.8	385	0.15	-41.35	2133.0	-0.0058	
eval	E4	S_XGB_DAYZ	SECTIME	SECTIME_0.4	ran	-16.28	13.45	-49.21	16.65	220.2	189.8	385	0.192	-27.0	2133.0	-0.0076	
eval	E4	S_XGB_DAYZ	SECTIME	SECTIME_0.6	ran	-4.41	5.39	-22.77	13.96	95.0	90.8	385	0.341	-10.5	2133.0	-0.0021	
eval	E4	S_XGB_DAYZ	TAUZ	TAUZ_0.5	ran	-10.49	23.42	-114.62	93.65	751.0	385.0	385	0.083	-33.95	2133.0	-0.0049	
eval	E4	S_XGB_DAYZ	TAUZ	TAUZ_1	ran	19.74	36.34	-84.33	123.8	736.8	385.0	385	0.084	-62.34	2133.0	0.0093	
eval	E4	S_XGB_DAYZ	TAUZ	TAUZ_1.5	ran	36.51	18.21	-64.25	137.27	620.0	382.4	385	0.093	-11.1	2133.0	0.0171	
eval	E4	S_XGB_DAYZ	TAUZ	TAUZ_2	ran	-20.3	12.18	-91.92	51.32	326.0	283.6	385	0.152	-55.39	2133.0	-0.0095	
eval	E4	S_XGB_DAYZ	TAUZ	TAUZ_2.5	ran	-18.3	7.9	-58.05	21.45	125.4	121.6	385	0.276	-27.74	2133.0	-0.0086	
eval	E4	S_XGB_DAYZ	TAU_LEVEL	TAU_0.5	NOT_RUN							385			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (558352 rows), so tau cannot be set.  This is the defect that hid 
eval	E4	S_XGB_DAYZ	TAU_LEVEL	TAU_0.7	NOT_RUN							385			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (558352 rows), so tau cannot be set.  This is the defect that hid 
eval	E4	S_XGB_DAYZ	TAU_LEVEL	TAU_0.8	NOT_RUN							385			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (558352 rows), so tau cannot be set.  This is the defect that hid 
eval	E4	S_XGB_DAYZ	TAU_LEVEL	TAU_0.9	NOT_RUN							385			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (558352 rows), so tau cannot be set.  This is the defect that hid 
eval	E4	S_XGB_DAYZ	TAU_LEVEL	TAU_0.95	NOT_RUN							385			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (558352 rows), so tau cannot be set.  This is the defect that hid 
eval	E4	S_XGB_DAYZ	TAU_LEVEL	TAU_0.975	NOT_RUN							385			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (558352 rows), so tau cannot be set.  This is the defect that hid 
eval	E4	S_XGB_DAYZ	TAU_LEVEL	TAU_0.99	NOT_RUN							385			2133.0		seats_tau: the TRAINING BLOCK carries no finite score (558352 rows), so tau cannot be set.  This is the defect that hid 
eval	E5	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.8	ran	9.98	41.08	-90.37	110.33	748.2	387.0	387	0.07	-74.74	2021.0	0.0049	
eval	E5	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.9	ran	7.21	22.62	-94.18	108.6	720.2	387.0	387	0.077	-57.17	2021.0	0.0036	
eval	E5	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.95	ran	7.13	27.77	-93.62	107.89	700.8	386.8	387	0.078	-86.41	2021.0	0.0035	
eval	E5	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.99	ran	-2.63	33.41	-102.87	97.62	675.2	385.8	387	0.081	-36.12	2021.0	-0.0013	
eval	E5	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.5	ran	-100.85	38.74	-199.73	-1.98	766.6	387.0	387	0.065	4.45	2021.0	-0.0499	
eval	E5	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.7	ran	-91.01	9.82	-187.99	5.96	744.8	387.0	387	0.068	13.82	2021.0	-0.045	
eval	E5	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.9	ran	-31.16	20.59	-132.3	69.98	696.6	387.0	387	0.076	-72.32	2021.0	-0.0154	
eval	E5	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_0.5	ran	-19.53	21.62	-90.62	51.56	320.8	298.6	387	0.197	-32.9	2021.0	-0.0097	
eval	E5	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_1	ran	-39.15	34.2	-112.98	34.67	436.0	368.6	387	0.17	-49.29	2021.0	-0.0194	
eval	E5	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_2	ran	-52.34	15.08	-132.08	27.41	439.8	371.6	387	0.16	-60.85	2021.0	-0.0259	
eval	E5	H1_DAYRANK	SECTIME	SECTIME_0.05	ran	-23.64	37.61	-123.09	75.81	665.2	385.0	387	0.081	-71.18	2021.0	-0.0117	
eval	E5	H1_DAYRANK	SECTIME	SECTIME_0.1	ran	-37.8	19.74	-129.09	53.49	616.6	381.4	387	0.09	-28.68	2021.0	-0.0187	
eval	E5	H1_DAYRANK	SECTIME	SECTIME_0.15	ran	-27.5	19.42	-109.6	54.61	565.2	372.0	387	0.081	-48.47	2021.0	-0.0136	
eval	E5	H1_DAYRANK	SECTIME	SECTIME_0.25	ran	-36.12	33.42	-104.93	32.69	432.6	328.6	387	0.131	-53.06	2021.0	-0.0179	
eval	E5	H1_DAYRANK	SECTIME	SECTIME_0.4	ran	1.38	17.82	-46.45	49.21	205.2	183.0	387	0.303	-30.13	2021.0	0.0007	
eval	E5	H1_DAYRANK	SECTIME	SECTIME_0.6	ran	3.62	2.52	-15.53	22.77	61.8	59.2	387	0.505	-26.74	2021.0	0.0018	
eval	E5	H1_DAYRANK	TAUZ	TAUZ_0.5	ran	-26.67	7.79	-101.95	48.6	249.0	222.6	387	0.149	-39.31	2021.0	-0.0132	
eval	E5	H1_DAYRANK	TAUZ	TAUZ_1	ran	-2.35	15.6	-41.97	37.27	78.6	75.6	387	0.385	-45.25	2021.0	-0.0012	
eval	E5	H1_DAYRANK	TAUZ	TAUZ_1.5	ran	6.91	4.1	-21.05	34.87	19.8	19.8	387	0.835	-45.67	2021.0	0.0034	
eval	E5	H1_DAYRANK	TAUZ	TAUZ_2	ran	-0.54	1.57	-4.53	3.46	1.0	1.0	387	0.661	-2.27	2021.0	-0.0003	
eval	E5	H1_DAYRANK	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	387		-0.43	2021.0	0.0	
eval	E5	H1_DAYRANK	TAU_LEVEL	TAU_0.5	ran	-55.77	33.87	-156.36	44.82	727.0	387.0	387	0.083	-43.4	2021.0	-0.0276	
eval	E5	H1_DAYRANK	TAU_LEVEL	TAU_0.7	ran	73.24	61.76	-36.21	182.69	639.2	387.0	387	0.084	-32.54	2021.0	0.0362	
eval	E5	H1_DAYRANK	TAU_LEVEL	TAU_0.8	ran	21.75	38.22	-85.4	128.91	560.0	385.2	387	0.092	-3.32	2021.0	0.0108	
eval	E5	H1_DAYRANK	TAU_LEVEL	TAU_0.9	ran	-21.46	24.39	-116.62	73.7	398.2	321.0	387	0.124	-46.89	2021.0	-0.0106	
eval	E5	H1_DAYRANK	TAU_LEVEL	TAU_0.95	ran	-23.19	19.48	-95.83	49.45	227.8	207.0	387	0.166	-69.37	2021.0	-0.0115	
eval	E5	H1_DAYRANK	TAU_LEVEL	TAU_0.975	ran	-17.8	15.8	-67.04	31.43	119.0	111.8	387	0.263	-33.49	2021.0	-0.0088	
eval	E5	H1_DAYRANK	TAU_LEVEL	TAU_0.99	ran	-3.29	14.91	-40.53	33.95	57.0	56.0	387	0.519	-56.93	2021.0	-0.0016	
eval	E5	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.8	ran	1384.48	0.0	1275.84	1493.13	1066.0	387.0	387	0.033	-11.69	2021.0	0.685	
eval	E5	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.9	ran	1330.91	0.0	1222.28	1439.55	1001.0	386.0	387	0.035	-37.38	2021.0	0.6585	
eval	E5	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.95	ran	1313.92	0.0	1199.95	1427.89	964.0	384.0	387	0.036	-37.33	2021.0	0.6501	
eval	E5	ORACLE_DAYRANK	CELLSOFAR	CELLSOFAR_0.99	ran	1300.03	0.0	1182.7	1417.36	919.0	383.0	387	0.036	-58.02	2021.0	0.6433	
eval	E5	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.5	ran	1534.27	0.0	1409.32	1659.22	1089.0	387.0	387	0.041	12.16	2021.0	0.7592	
eval	E5	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.7	ran	1746.96	0.0	1632.1	1861.83	1064.0	387.0	387	0.037	37.5	2021.0	0.8644	
eval	E5	ORACLE_DAYRANK	DAYSOFAR	DAYSOFAR_0.9	ran	1622.6	0.0	1513.08	1732.12	812.0	378.0	387	0.04	24.64	2021.0	0.8029	
eval	E5	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_0.5	ran	1423.41	0.0	1330.21	1516.61	572.0	387.0	387	0.048	-71.41	2021.0	0.7043	
eval	E5	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_1	ran	1366.95	0.0	1263.58	1470.31	582.0	387.0	387	0.048	-34.4	2021.0	0.6764	
eval	E5	ORACLE_DAYRANK	OCC_LEVEL	OCCUPANCY_2	ran	1513.04	0.0	1409.42	1616.65	616.0	387.0	387	0.044	-77.13	2021.0	0.7487	
eval	E5	ORACLE_DAYRANK	SECTIME	SECTIME_0.05	ran	1233.98	0.0	1119.96	1347.99	894.0	385.0	387	0.035	1.25	2021.0	0.6106	
eval	E5	ORACLE_DAYRANK	SECTIME	SECTIME_0.1	ran	1227.41	0.0	1108.94	1345.89	827.0	382.0	387	0.037	-37.37	2021.0	0.6073	
eval	E5	ORACLE_DAYRANK	SECTIME	SECTIME_0.15	ran	1142.0	0.0	1037.01	1246.99	743.0	374.0	387	0.043	-56.52	2021.0	0.5651	
eval	E5	ORACLE_DAYRANK	SECTIME	SECTIME_0.25	ran	872.3	0.0	795.86	948.74	559.0	338.0	387	0.049	-3.23	2021.0	0.4316	
eval	E5	ORACLE_DAYRANK	SECTIME	SECTIME_0.4	ran	394.92	0.0	331.91	457.93	273.0	219.0	387	0.102	-50.19	2021.0	0.1954	
eval	E5	ORACLE_DAYRANK	SECTIME	SECTIME_0.6	ran	151.47	0.0	119.48	183.46	116.0	108.0	387	0.142	-20.19	2021.0	0.0749	
eval	E5	ORACLE_DAYRANK	TAUZ	TAUZ_0.5	ran	1729.89	0.0	1616.55	1843.22	1128.0	387.0	387	0.033	-74.94	2021.0	0.856	
eval	E5	ORACLE_DAYRANK	TAUZ	TAUZ_1	ran	1341.5	0.0	1254.54	1428.45	372.0	372.0	387	0.053	-7.48	2021.0	0.6638	
eval	E5	ORACLE_DAYRANK	TAUZ	TAUZ_1.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	387		0.0	2021.0	0.0	
eval	E5	ORACLE_DAYRANK	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	387		0.0	2021.0	0.0	
eval	E5	ORACLE_DAYRANK	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	387		0.0	2021.0	0.0	
eval	E5	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.5	ran	1748.41	0.0	1630.84	1865.98	1127.0	387.0	387	0.037	-76.74	2021.0	0.8651	
eval	E5	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.7	ran	1952.94	0.0	1837.45	2068.42	1089.0	387.0	387	0.034	26.91	2021.0	0.9663	
eval	E5	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.8	ran	1910.68	0.0	1806.52	2014.84	923.0	387.0	387	0.034	-75.71	2021.0	0.9454	
eval	E5	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.9	ran	1750.26	0.0	1650.89	1849.64	696.0	387.0	387	0.037	-78.25	2021.0	0.866	
eval	E5	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.95	ran	1630.33	0.0	1538.74	1721.92	571.0	386.0	387	0.041	-2.31	2021.0	0.8067	
eval	E5	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.975	ran	1525.47	0.0	1437.77	1613.18	487.0	382.0	387	0.044	-59.29	2021.0	0.7548	
eval	E5	ORACLE_DAYRANK	TAU_LEVEL	TAU_0.99	ran	1437.92	0.0	1350.69	1525.16	426.0	378.0	387	0.048	-31.86	2021.0	0.7115	
eval	E5	S_XGB	CELLSOFAR	CELLSOFAR_0.8	ran	33.48	8.02	-75.9	142.86	771.4	387.0	387	0.074	-21.06	2021.0	0.0166	
eval	E5	S_XGB	CELLSOFAR	CELLSOFAR_0.9	ran	58.1	14.33	-51.03	167.23	752.8	386.2	387	0.074	-75.85	2021.0	0.0287	
eval	E5	S_XGB	CELLSOFAR	CELLSOFAR_0.95	ran	44.02	4.82	-61.39	149.42	732.2	384.4	387	0.077	-85.39	2021.0	0.0218	
eval	E5	S_XGB	CELLSOFAR	CELLSOFAR_0.99	ran	40.22	15.17	-62.81	143.24	715.4	384.4	387	0.078	-13.47	2021.0	0.0199	
eval	E5	S_XGB	DAYSOFAR	DAYSOFAR_0.5	ran	44.89	17.22	-60.36	150.14	799.6	387.0	387	0.081	3.9	2021.0	0.0222	
eval	E5	S_XGB	DAYSOFAR	DAYSOFAR_0.7	ran	86.2	30.17	-24.42	196.82	793.0	387.0	387	0.072	-20.16	2021.0	0.0427	
eval	E5	S_XGB	DAYSOFAR	DAYSOFAR_0.9	ran	57.76	9.46	-52.5	168.02	725.8	387.0	387	0.08	-3.83	2021.0	0.0286	
eval	E5	S_XGB	OCC_LEVEL	OCCUPANCY_0.5	NOT_RUN							387			2021.0		seats_occupancy: the TRAINING BLOCK carries no finite score (706826 rows), so the quantile reference cannot be built.  T
eval	E5	S_XGB	OCC_LEVEL	OCCUPANCY_1	NOT_RUN							387			2021.0		seats_occupancy: the TRAINING BLOCK carries no finite score (706826 rows), so the quantile reference cannot be built.  T
eval	E5	S_XGB	OCC_LEVEL	OCCUPANCY_2	NOT_RUN							387			2021.0		seats_occupancy: the TRAINING BLOCK carries no finite score (706826 rows), so the quantile reference cannot be built.  T
eval	E5	S_XGB	SECTIME	SECTIME_0.05	ran	41.15	11.21	-62.13	144.42	723.6	386.8	387	0.075	-55.34	2021.0	0.0204	
eval	E5	S_XGB	SECTIME	SECTIME_0.1	ran	6.12	7.48	-90.11	102.34	681.6	384.4	387	0.075	-53.29	2021.0	0.003	
eval	E5	S_XGB	SECTIME	SECTIME_0.15	ran	5.71	8.67	-80.25	91.66	639.6	380.8	387	0.077	-36.84	2021.0	0.0028	
eval	E5	S_XGB	SECTIME	SECTIME_0.25	ran	-25.03	9.51	-101.3	51.24	558.2	366.6	387	0.096	-48.78	2021.0	-0.0124	
eval	E5	S_XGB	SECTIME	SECTIME_0.4	ran	-13.13	9.88	-65.94	39.68	401.8	307.0	387	0.191	-12.3	2021.0	-0.0065	
eval	E5	S_XGB	SECTIME	SECTIME_0.6	ran	4.82	4.37	-27.6	37.25	238.6	203.0	387	0.237	-20.68	2021.0	0.0024	
eval	E5	S_XGB	TAUZ	TAUZ_0.5	ran	42.45	4.56	-59.4	144.3	692.0	383.2	387	0.083	9.77	2021.0	0.021	
eval	E5	S_XGB	TAUZ	TAUZ_1	ran	-30.88	13.88	-77.31	15.55	239.4	186.2	387	0.192	-51.64	2021.0	-0.0153	
eval	E5	S_XGB	TAUZ	TAUZ_1.5	ran	3.85	2.89	-3.93	11.64	3.4	3.4	387	0.721	3.45	2021.0	0.0019	
eval	E5	S_XGB	TAUZ	TAUZ_2	ran	0.0	0.0	0.0	0.0	0.0	0.0	387		0.0	2021.0	0.0	
eval	E5	S_XGB	TAUZ	TAUZ_2.5	ran	0.0	0.0	0.0	0.0	0.0	0.0	387		0.0	2021.0	0.0	
eval	E5	S_XGB	TAU_LEVEL	TAU_0.5	NOT_RUN							387			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (706826 rows), so tau cannot be set.  This is the defect that hid 
eval	E5	S_XGB	TAU_LEVEL	TAU_0.7	NOT_RUN							387			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (706826 rows), so tau cannot be set.  This is the defect that hid 
eval	E5	S_XGB	TAU_LEVEL	TAU_0.8	NOT_RUN							387			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (706826 rows), so tau cannot be set.  This is the defect that hid 
eval	E5	S_XGB	TAU_LEVEL	TAU_0.9	NOT_RUN							387			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (706826 rows), so tau cannot be set.  This is the defect that hid 
eval	E5	S_XGB	TAU_LEVEL	TAU_0.95	NOT_RUN							387			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (706826 rows), so tau cannot be set.  This is the defect that hid 
eval	E5	S_XGB	TAU_LEVEL	TAU_0.975	NOT_RUN							387			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (706826 rows), so tau cannot be set.  This is the defect that hid 
eval	E5	S_XGB	TAU_LEVEL	TAU_0.99	NOT_RUN							387			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (706826 rows), so tau cannot be set.  This is the defect that hid 
eval	E5	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.8	ran	19.44	12.44	-87.22	126.1	772.2	387.0	387	0.077	-46.52	2021.0	0.0096	
eval	E5	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.9	ran	-13.75	18.29	-116.15	88.65	756.2	387.0	387	0.081	-19.24	2021.0	-0.0068	
eval	E5	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.95	ran	53.19	24.64	-53.9	160.28	743.8	386.0	387	0.082	-37.01	2021.0	0.0263	
eval	E5	S_XGB_DAYZ	CELLSOFAR	CELLSOFAR_0.99	ran	55.41	19.17	-52.96	163.78	712.8	383.8	387	0.086	-47.88	2021.0	0.0274	
eval	E5	S_XGB_DAYZ	DAYSOFAR	DAYSOFAR_0.5	ran	-22.95	8.83	-122.6	76.71	786.0	387.0	387	0.062	1.68	2021.0	-0.0114	
eval	E5	S_XGB_DAYZ	DAYSOFAR	DAYSOFAR_0.7	ran	19.77	10.08	-87.51	127.04	772.2	387.0	387	0.068	-34.05	2021.0	0.0098	
eval	E5	S_XGB_DAYZ	DAYSOFAR	DAYSOFAR_0.9	ran	-24.35	8.02	-121.89	73.19	707.6	386.4	387	0.082	-55.95	2021.0	-0.012	
eval	E5	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_0.5	NOT_RUN							387			2021.0		seats_occupancy: the TRAINING BLOCK carries no finite score (706826 rows), so the quantile reference cannot be built.  T
eval	E5	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_1	NOT_RUN							387			2021.0		seats_occupancy: the TRAINING BLOCK carries no finite score (706826 rows), so the quantile reference cannot be built.  T
eval	E5	S_XGB_DAYZ	OCC_LEVEL	OCCUPANCY_2	NOT_RUN							387			2021.0		seats_occupancy: the TRAINING BLOCK carries no finite score (706826 rows), so the quantile reference cannot be built.  T
eval	E5	S_XGB_DAYZ	SECTIME	SECTIME_0.05	ran	25.19	6.7	-77.05	127.43	688.0	384.0	387	0.094	-36.48	2021.0	0.0125	
eval	E5	S_XGB_DAYZ	SECTIME	SECTIME_0.1	ran	3.7	6.87	-87.48	94.88	627.2	374.2	387	0.096	-93.69	2021.0	0.0018	
eval	E5	S_XGB_DAYZ	SECTIME	SECTIME_0.15	ran	12.91	6.9	-71.4	97.23	562.4	359.6	387	0.111	-89.32	2021.0	0.0064	
eval	E5	S_XGB_DAYZ	SECTIME	SECTIME_0.25	ran	-11.91	7.13	-81.63	57.81	446.4	322.4	387	0.135	-47.94	2021.0	-0.0059	
eval	E5	S_XGB_DAYZ	SECTIME	SECTIME_0.4	ran	-13.22	2.59	-54.11	27.66	256.8	213.2	387	0.188	-47.24	2021.0	-0.0065	
eval	E5	S_XGB_DAYZ	SECTIME	SECTIME_0.6	ran	-2.14	3.53	-26.19	21.9	140.0	127.4	387	0.304	-25.84	2021.0	-0.0011	
eval	E5	S_XGB_DAYZ	TAUZ	TAUZ_0.5	ran	81.04	16.86	-30.15	192.22	790.8	387.0	387	0.073	-1.3	2021.0	0.0401	
eval	E5	S_XGB_DAYZ	TAUZ	TAUZ_1	ran	85.28	7.25	-30.22	200.78	771.2	387.0	387	0.076	-19.77	2021.0	0.0422	
eval	E5	S_XGB_DAYZ	TAUZ	TAUZ_1.5	ran	7.76	10.55	-91.73	107.25	665.6	386.6	387	0.08	-36.59	2021.0	0.0038	
eval	E5	S_XGB_DAYZ	TAUZ	TAUZ_2	ran	-6.68	12.93	-76.0	62.63	388.4	309.2	387	0.162	-66.34	2021.0	-0.0033	
eval	E5	S_XGB_DAYZ	TAUZ	TAUZ_2.5	ran	-7.99	6.25	-34.2	18.22	117.2	110.8	387	0.271	-23.97	2021.0	-0.004	
eval	E5	S_XGB_DAYZ	TAU_LEVEL	TAU_0.5	NOT_RUN							387			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (706826 rows), so tau cannot be set.  This is the defect that hid 
eval	E5	S_XGB_DAYZ	TAU_LEVEL	TAU_0.7	NOT_RUN							387			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (706826 rows), so tau cannot be set.  This is the defect that hid 
eval	E5	S_XGB_DAYZ	TAU_LEVEL	TAU_0.8	NOT_RUN							387			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (706826 rows), so tau cannot be set.  This is the defect that hid 
eval	E5	S_XGB_DAYZ	TAU_LEVEL	TAU_0.9	NOT_RUN							387			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (706826 rows), so tau cannot be set.  This is the defect that hid 
eval	E5	S_XGB_DAYZ	TAU_LEVEL	TAU_0.95	NOT_RUN							387			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (706826 rows), so tau cannot be set.  This is the defect that hid 
eval	E5	S_XGB_DAYZ	TAU_LEVEL	TAU_0.975	NOT_RUN							387			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (706826 rows), so tau cannot be set.  This is the defect that hid 
eval	E5	S_XGB_DAYZ	TAU_LEVEL	TAU_0.99	NOT_RUN							387			2021.0		seats_tau: the TRAINING BLOCK carries no finite score (706826 rows), so tau cannot be set.  This is the defect that hid 
eval	E6	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.8	ran	101.27	101.44	-31.6	234.14	716.2	384.0	384	0.085	-87.48	2675.0	0.0379	
eval	E6	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.9	ran	110.62	41.93	-21.32	242.56	687.6	383.4	384	0.081	-68.14	2675.0	0.0414	
eval	E6	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.95	ran	98.54	41.78	-34.47	231.56	663.6	382.8	384	0.082	-72.41	2675.0	0.0368	
eval	E6	H1_DAYRANK	CELLSOFAR	CELLSOFAR_0.99	ran	81.8	43.66	-52.46	216.06	614.0	379.4	384	0.088	-41.01	2675.0	0.0306	
eval	E6	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.5	ran	-2.63	45.33	-118.83	113.58	722.0	384.0	384	0.081	-38.61	2675.0	-0.001	
eval	E6	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.7	ran	21.08	28.68	-102.38	144.54	723.6	384.0	384	0.08	-75.14	2675.0	0.0079	
eval	E6	H1_DAYRANK	DAYSOFAR	DAYSOFAR_0.9	ran	134.64	90.09	-3.55	272.83	678.4	383.8	384	0.086	-75.18	2675.0	0.0503	
eval	E6	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_0.5	ran	5.5	44.47	-83.99	94.98	347.2	307.6	384	0.159	-57.44	2675.0	0.0021	
eval	E6	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_1	ran	-56.37	22.01	-149.18	36.45	439.6	363.8	384	0.138	-25.09	2675.0	-0.0211	
eval	E6	H1_DAYRANK	OCC_LEVEL	OCCUPANCY_2	ran	-68.04	44.63	-165.83	29.75	460.4	368.2	384	0.113	-44.9	2675.0	-0.0254	
eval	E6	H1_DAYRANK	SECTIME	SECTIME_0.05	ran	76.72	36.9	-50.97	204.41	597.0	378.0	384	0.091	-63.31	2675.0	0.0287	
eval	E6	H1_DAYRANK	SECTIME	SECTIME_0.1	ran	38.72	47.52	-81.57	159.0	555.4	372.2	384	0.099	-99.51	2675.0	0.0145	
eval	E6	H1_DAYRANK	SECTIME	SECTIME_0.15	ran	43.7	29.47	-69.43	156.83	511.2	357.2	384	0.109	-71.99	2675.0	0.0163	
eval	E6	H1_DAYRANK	SECTIME	SECTIME_0.25	ran	10.18	30.47	-83.85	104.22	412.6	312.2	384	0.129	-32.54	2675.0	0.0038	
eval	E6	H1_DAYRANK	SECTIME	SECTIME_0.4	ran	-30.3	12.16	-81.7	21.1	196.2	176.8	384	0.235	-29.38	2675.0	-0.0113	
