# PORT M2 port m2 NEW DECISION OBJECTS — joint (member x delay) ranking, rank-then-gate-verify, optimal stopping (E3-E7 develop, E8 one blind read) (lane=port-m2-newobj; version=PORT-M2-NEWOBJ-V1; seed=20260813)
# E8 QUARANTINE: every fit, threshold and selection in this file is made on E3-E7 only; E8 rows are ONE labeled blind read and were never an input to any choice.
# TWO DEFECTS ARE FIXED IN THIS TABLE AND BOTH CHANGE THE HEADLINE.
# (1) THE DENOMINATOR.  `newobj.replay_delayed` emits one row per session THAT TRADED, and `read_rows` averages over exactly those, so every `usd_per_session` this program has printed for an ABSTAINING rule is conditional on trading.  usd_per_session_ALL is the honest figure: non-trading sessions contribute $0 and the mean is over the era's real session count.  usd_per_FIRING_session is the incumbent's quantity, kept beside it so the two are never confused again.  n_trades_total is the count that makes the difference legible.
# (2) THE MISSING FAMILIES.  `ARRIVAL_FITTED.tsv` carried 20 of these 30 policies: the fitted score columns were written only on eval rows, so `seats_tau`/`seats_occupancy` found an all-NaN training block, returned an empty seat list, and were dropped by `if not real: continue`.  Every LEVEL-consuming rule was missing from the table built to measure a calibrated LEVEL — OCCUPANCY among them, the declining-bar rule the seated-vs-selected diagnosis named as the medicine and which the journal recorded as already in flight.
# A POLICY THAT SEATS NOTHING NOW PRINTS A ROW READING $0.00 AT 0.000 seats/session instead of vanishing.
# REPLAYED ON THE ERA'S EVAL ROWS.  Reading the maximum of this table as an achievement is the winner's curse; see KNOB_HONESTY.tsv.
# Scores are the incumbent's own ISOTONICALLY CALIBRATED columns, extended to cover the training block (CALEV, verified to reproduce the incumbent's eval-row values exactly).  The inner table uses CALIN — the same map fitted on the inner TRAIN days — so the selector is out-of-sample in the same way the eval read is.
era	criterion	target	policy	knob	n_seeds	usd_per_session_ALL	sd_usd	ci_lo	ci_hi	usd_per_FIRING_session	n_firing_sessions	n_era_sessions	n_trades_total	usd_per_trade	seats_per_session	shuffled_null	causal_oracle	capture_of_causal_oracle	aim_08causal	gap_to_aim
E6	BINDING	A_PBAR	CELLSOFAR_0.8	0.8	5	-116.52	20.16	-199.96	-33.07	-116.72	458.2	459	834.4	-64.2	1.8179	-19.19	2675.0	-0.0436	2140.0	-2256.52
E6	BINDING	A_PBAR	CELLSOFAR_0.9	0.9	5	-96.7	29.74	-183.8	-9.61	-98.0	453.4	459	745.2	-59.86	1.6235	-37.47	2675.0	-0.0362	2140.0	-2236.7
E6	BINDING	A_PBAR	CELLSOFAR_0.95	0.95	5	-93.3	44.47	-176.07	-10.52	-97.59	440.0	459	659.8	-65.35	1.4375	-38.63	2675.0	-0.0349	2140.0	-2233.3
E6	BINDING	A_PBAR	CELLSOFAR_0.99	0.99	5	-85.14	20.06	-161.29	-8.99	-96.31	406.6	459	568.4	-69.12	1.2383	-39.87	2675.0	-0.0318	2140.0	-2225.14
E6	BINDING	A_PBAR	DAYSOFAR_0.5	0.5	5	-73.52	6.75	-167.56	20.52	-73.52	459.0	459	908.2	-37.17	1.9786	19.87	2675.0	-0.0275	2140.0	-2213.52
E6	BINDING	A_PBAR	DAYSOFAR_0.7	0.7	5	-43.41	17.68	-139.19	52.37	-43.41	459.0	459	890.8	-22.37	1.9407	5.89	2675.0	-0.0162	2140.0	-2183.41
E6	BINDING	A_PBAR	DAYSOFAR_0.9	0.9	5	17.94	23.58	-82.67	118.54	17.94	459.0	459	746.4	10.89	1.6261	-7.39	2675.0	0.0067	2140.0	-2122.06
E6	BINDING	A_PBAR	FIRST_3		5	-35.81	0.0	-128.09	56.46	-35.81	459.0	459	924.0	-17.79	2.0131	-35.81	2675.0	-0.0134	2140.0	-2175.81
E6	BINDING	A_PBAR	OCCUPANCY_0.5	0.5	5	-27.78	17.22	-117.65	62.1	-28.49	447.2	459	524.2	-24.27	1.142	-27.09	2675.0	-0.0104	2140.0	-2167.78
E6	BINDING	A_PBAR	OCCUPANCY_1	1.0	5	-27.09	11.89	-121.29	67.12	-27.19	457.2	459	560.8	-22.14	1.2218	-45.14	2675.0	-0.0101	2140.0	-2167.09
E6	BINDING	A_PBAR	OCCUPANCY_2	2.0	5	-35.37	9.58	-123.69	52.96	-35.44	458.0	459	574.4	-28.25	1.2514	-29.52	2675.0	-0.0132	2140.0	-2175.37
E6	BINDING	A_PBAR	SECRETARY_0.1	0.1	5	-53.51	17.02	-116.78	9.77	-74.28	329.6	459	416.2	-58.68	0.9068	-35.19	2675.0	-0.02	2140.0	-2193.51
E6	BINDING	A_PBAR	SECRETARY_0.25	0.25	5	-19.07	4.41	-51.45	13.32	-66.05	132.2	459	141.2	-61.9	0.3076	-56.42	2675.0	-0.0071	2140.0	-2159.07
E6	BINDING	A_PBAR	SECRETARY_0.5	0.5	5	-0.61	1.87	-9.92	8.71	-15.28	14.8	459	14.8	-15.28	0.0322	-51.22	2675.0	-0.0002	2140.0	-2140.61
E6	BINDING	A_PBAR	SECRETARY_0.6	0.6	5	-0.33	2.19	-3.18	2.52	4.93	3.8	459	3.8	4.93	0.0083	-43.01	2675.0	-0.0001	2140.0	-2140.33
E6	BINDING	A_PBAR	SECRETARY_0.7	0.7	5	0.48	0.95	-0.47	1.42	219.0	0.2	459	0.2	1095.0	0.0004	-28.45	2675.0	0.0002	2140.0	-2139.52
E6	BINDING	A_PBAR	SECRETARY_0.8	0.8	5	0.0	0.0	0.0	0.0	0.0	0.0	459	0.0		0.0	-21.75	2675.0	0.0	2140.0	-2140.0
E6	BINDING	A_PBAR	SECRETARY_RE_0.1	0.1	5	-53.51	17.02	-116.78	9.77	-74.28	329.6	459	416.2	-58.68	0.9068	-56.82	2675.0	-0.02	2140.0	-2193.51
E6	BINDING	A_PBAR	SECRETARY_RE_0.25	0.25	5	-19.07	4.41	-51.45	13.32	-66.05	132.2	459	141.2	-61.9	0.3076	-73.5	2675.0	-0.0071	2140.0	-2159.07
E6	BINDING	A_PBAR	SECRETARY_RE_0.5	0.5	5	-0.61	1.87	-9.92	8.71	-15.28	14.8	459	14.8	-15.28	0.0322	-19.61	2675.0	-0.0002	2140.0	-2140.61
E6	BINDING	A_PBAR	SECRETARY_RE_0.6	0.6	5	-0.33	2.19	-3.18	2.52	4.93	3.8	459	3.8	4.93	0.0083	-23.83	2675.0	-0.0001	2140.0	-2140.33
E6	BINDING	A_PBAR	SECRETARY_RE_0.7	0.7	5	0.48	0.95	-0.47	1.42	219.0	0.2	459	0.2	1095.0	0.0004	-15.82	2675.0	0.0002	2140.0	-2139.52
E6	BINDING	A_PBAR	SECRETARY_RE_0.8	0.8	5	0.0	0.0	0.0	0.0	0.0	0.0	459	0.0		0.0	-17.6	2675.0	0.0	2140.0	-2140.0
E6	BINDING	A_PBAR	TAU_0.5	0.5	5	-36.17	0.71	-128.43	56.09	-36.17	459.0	459	924.0	-17.97	2.0131	-32.77	2675.0	-0.0135	2140.0	-2176.17
E6	BINDING	A_PBAR	TAU_0.7	0.7	5	-41.17	2.41	-133.92	51.59	-41.17	459.0	459	923.2	-20.47	2.0113	0.21	2675.0	-0.0154	2140.0	-2181.17
E6	BINDING	A_PBAR	TAU_0.8	0.8	5	-19.24	6.28	-116.68	78.2	-19.24	459.0	459	895.8	-9.87	1.9516	-12.06	2675.0	-0.0072	2140.0	-2159.24
E6	BINDING	A_PBAR	TAU_0.9	0.9	5	-39.45	16.58	-132.09	53.18	-39.45	459.0	459	746.6	-24.3	1.6266	-49.59	2675.0	-0.0147	2140.0	-2179.45
E6	BINDING	A_PBAR	TAU_0.95	0.95	5	-4.2	14.18	-98.78	90.39	-4.18	451.0	459	589.4	-3.16	1.2841	-52.2	2675.0	-0.0016	2140.0	-2144.2
E6	BINDING	A_PBAR	TAU_0.975	0.975	5	-17.77	23.32	-107.48	71.95	-19.05	426.2	459	492.6	-16.7	1.0732	-48.14	2675.0	-0.0066	2140.0	-2157.77
E6	BINDING	A_PBAR	TAU_0.99	0.99	5	19.83	12.05	-65.96	105.62	27.0	332.8	459	350.8	25.63	0.7643	-41.07	2675.0	0.0074	2140.0	-2120.17
E6	BINDING	A_PWIN	CELLSOFAR_0.8	0.8	5	-45.44	39.64	-138.93	48.06	-45.56	458.4	459	814.4	-25.78	1.7743	-26.46	2675.0	-0.017	2140.0	-2185.44
E6	BINDING	A_PWIN	CELLSOFAR_0.9	0.9	5	-30.79	32.95	-126.66	65.08	-31.09	456.4	459	768.6	-18.64	1.6745	-28.85	2675.0	-0.0115	2140.0	-2170.79
E6	BINDING	A_PWIN	CELLSOFAR_0.95	0.95	5	-49.94	27.76	-140.75	40.87	-50.74	452.6	459	734.8	-31.49	1.6009	-12.55	2675.0	-0.0187	2140.0	-2189.94
E6	BINDING	A_PWIN	CELLSOFAR_0.99	0.99	5	-42.08	31.26	-129.97	45.82	-43.34	448.0	459	703.0	-27.96	1.5316	-6.14	2675.0	-0.0157	2140.0	-2182.08
E6	BINDING	A_PWIN	DAYSOFAR_0.5	0.5	5	8.92	20.13	-93.04	110.88	8.92	459.0	459	877.6	4.52	1.912	22.33	2675.0	0.0033	2140.0	-2131.08
E6	BINDING	A_PWIN	DAYSOFAR_0.7	0.7	5	-8.39	5.83	-103.57	86.79	-8.39	459.0	459	803.4	-4.8	1.7503	-14.46	2675.0	-0.0031	2140.0	-2148.39
E6	BINDING	A_PWIN	DAYSOFAR_0.9	0.9	5	-15.01	26.23	-105.47	75.45	-15.1	455.8	459	726.6	-9.54	1.583	-48.21	2675.0	-0.0056	2140.0	-2155.01
E6	BINDING	A_PWIN	FIRST_3		5	-35.81	0.0	-128.09	56.46	-35.81	459.0	459	924.0	-17.79	2.0131	-35.81	2675.0	-0.0134	2140.0	-2175.81
E6	BINDING	A_PWIN	OCCUPANCY_0.5	0.5	5	-62.1	20.1	-116.09	-8.11	-132.31	215.2	459	221.4	-128.64	0.4824	-55.27	2675.0	-0.0232	2140.0	-2202.1
E6	BINDING	A_PWIN	OCCUPANCY_1	1.0	5	-86.07	16.3	-153.4	-18.74	-89.74	440.2	459	524.2	-75.4	1.142	-49.66	2675.0	-0.0322	2140.0	-2226.07
E6	BINDING	A_PWIN	OCCUPANCY_2	2.0	5	-60.08	6.02	-137.34	17.19	-62.33	442.4	459	533.4	-51.7	1.1621	-19.53	2675.0	-0.0225	2140.0	-2200.08
E6	BINDING	A_PWIN	SECRETARY_0.1	0.1	5	-53.73	25.11	-127.32	19.85	-59.72	413.4	459	595.0	-41.56	1.2963	-35.94	2675.0	-0.0201	2140.0	-2193.73
E6	BINDING	A_PWIN	SECRETARY_0.25	0.25	5	-23.83	16.41	-73.62	25.95	-52.07	213.6	459	246.2	-45.12	0.5364	-47.79	2675.0	-0.0089	2140.0	-2163.83
E6	BINDING	A_PWIN	SECRETARY_0.5	0.5	5	1.19	5.49	-19.44	21.81	9.71	43.2	459	43.8	8.97	0.0954	-45.69	2675.0	0.0004	2140.0	-2138.81
E6	BINDING	A_PWIN	SECRETARY_0.6	0.6	5	0.04	2.86	-14.79	14.87	-6.73	17.0	459	17.0	-6.73	0.037	-43.02	2675.0	0.0	2140.0	-2139.96
E6	BINDING	A_PWIN	SECRETARY_0.7	0.7	5	-2.76	1.72	-8.8	3.29	-266.62	5.8	459	5.8	-266.62	0.0126	-16.73	2675.0	-0.001	2140.0	-2142.76
E6	BINDING	A_PWIN	SECRETARY_0.8	0.8	5	-0.34	0.92	-1.55	0.87	-190.5	0.8	459	0.8	-317.5	0.0017	-18.2	2675.0	-0.0001	2140.0	-2140.34
E6	BINDING	A_PWIN	SECRETARY_RE_0.1	0.1	5	-53.73	25.11	-127.32	19.85	-59.72	413.4	459	595.0	-41.56	1.2963	-59.38	2675.0	-0.0201	2140.0	-2193.73
E6	BINDING	A_PWIN	SECRETARY_RE_0.25	0.25	5	-23.83	16.41	-73.62	25.95	-52.07	213.6	459	246.2	-45.12	0.5364	-52.31	2675.0	-0.0089	2140.0	-2163.83
E6	BINDING	A_PWIN	SECRETARY_RE_0.5	0.5	5	1.19	5.49	-19.44	21.81	9.71	43.2	459	43.8	8.97	0.0954	-40.5	2675.0	0.0004	2140.0	-2138.81
E6	BINDING	A_PWIN	SECRETARY_RE_0.6	0.6	5	0.04	2.86	-14.79	14.87	-6.73	17.0	459	17.0	-6.73	0.037	-13.07	2675.0	0.0	2140.0	-2139.96
E6	BINDING	A_PWIN	SECRETARY_RE_0.7	0.7	5	-2.76	1.72	-8.8	3.29	-266.62	5.8	459	5.8	-266.62	0.0126	-27.17	2675.0	-0.001	2140.0	-2142.76
E6	BINDING	A_PWIN	SECRETARY_RE_0.8	0.8	5	-0.34	0.92	-1.55	0.87	-190.5	0.8	459	0.8	-317.5	0.0017	-16.04	2675.0	-0.0001	2140.0	-2140.34
E6	BINDING	A_PWIN	TAU_0.5	0.5	5	-5.95	19.2	-97.18	85.28	-6.57	413.8	459	603.0	-4.51	1.3137	-54.61	2675.0	-0.0022	2140.0	-2145.95
E6	BINDING	A_PWIN	TAU_0.7	0.7	5	-5.56	12.6	-84.89	73.77	-8.01	317.8	459	366.0	-7.12	0.7974	14.46	2675.0	-0.0021	2140.0	-2145.56
E6	BINDING	A_PWIN	TAU_0.8	0.8	5	12.46	16.05	-61.69	86.61	22.54	251.2	459	265.4	21.28	0.5782	-35.72	2675.0	0.0047	2140.0	-2127.54
E6	BINDING	A_PWIN	TAU_0.9	0.9	5	-0.93	24.07	-63.45	61.59	-0.72	169.0	459	173.8	-1.17	0.3786	-9.17	2675.0	-0.0003	2140.0	-2140.93
E6	BINDING	A_PWIN	TAU_0.95	0.95	5	9.18	30.95	-48.62	66.98	50.01	109.6	459	111.2	48.83	0.2423	-23.12	2675.0	0.0034	2140.0	-2130.82
E6	BINDING	A_PWIN	TAU_0.975	0.975	5	9.63	8.04	-36.77	56.02	68.92	63.2	459	64.4	67.68	0.1403	-45.97	2675.0	0.0036	2140.0	-2130.37
E6	BINDING	A_PWIN	TAU_0.99	0.99	5	5.81	17.91	-26.14	37.77	106.57	27.6	459	28.4	98.34	0.0619	-52.18	2675.0	0.0022	2140.0	-2134.19
E7	BINDING	A_EV	CELLSOFAR_0.8	0.8	5	-9.28	19.07	-100.51	81.94	-9.28	534.0	534	1069.0	-4.65	2.0019	-55.71	3360.0	-0.0028	2688.0	-2697.28
E7	BINDING	A_EV	CELLSOFAR_0.9	0.9	5	-47.05	19.05	-136.41	42.31	-47.05	534.0	534	1058.0	-23.87	1.9813	-78.83	3360.0	-0.014	2688.0	-2735.05
E7	BINDING	A_EV	CELLSOFAR_0.95	0.95	5	-48.58	28.58	-136.65	39.49	-48.58	534.0	534	1047.4	-24.92	1.9614	-23.57	3360.0	-0.0145	2688.0	-2736.58
E7	BINDING	A_EV	CELLSOFAR_0.99	0.99	5	-38.86	34.22	-126.64	48.91	-38.86	534.0	534	1040.2	-20.04	1.9479	-44.12	3360.0	-0.0116	2688.0	-2726.86
E7	BINDING	A_EV	DAYSOFAR_0.5	0.5	5	-41.07	53.69	-131.87	49.73	-41.07	534.0	534	1034.0	-21.51	1.9363	-48.73	3360.0	-0.0122	2688.0	-2729.07
E7	BINDING	A_EV	DAYSOFAR_0.7	0.7	5	-40.64	27.19	-137.13	55.84	-40.64	534.0	534	1028.4	-21.26	1.9258	-43.51	3360.0	-0.0121	2688.0	-2728.64
E7	BINDING	A_EV	DAYSOFAR_0.9	0.9	5	-54.37	31.12	-146.48	37.75	-54.46	533.4	534	977.8	-29.91	1.8311	-31.66	3360.0	-0.0162	2688.0	-2742.37
E7	BINDING	A_EV	FIRST_3		5	-52.51	0.0	-150.6	45.59	-52.51	534.0	534	1024.0	-27.38	1.9176	-52.51	3360.0	-0.0156	2688.0	-2740.51
E7	BINDING	A_EV	OCCUPANCY_0.5	0.5	5	-43.7	26.9	-112.93	25.52	-48.01	485.8	534	574.2	-40.68	1.0753	-37.33	3360.0	-0.013	2688.0	-2731.7
E7	BINDING	A_EV	OCCUPANCY_1	1.0	5	-45.68	28.46	-120.7	29.33	-48.53	502.0	534	608.2	-40.23	1.139	-67.81	3360.0	-0.0136	2688.0	-2733.68
E7	BINDING	A_EV	OCCUPANCY_2	2.0	5	-64.2	36.91	-138.02	9.61	-67.58	508.0	534	637.0	-53.89	1.1929	-22.81	3360.0	-0.0191	2688.0	-2752.2
E7	BINDING	A_EV	SECRETARY_0.1	0.1	5	-11.71	20.03	-98.4	74.98	-11.71	534.0	534	1026.2	-6.17	1.9217	-85.05	3360.0	-0.0035	2688.0	-2699.71
E7	BINDING	A_EV	SECRETARY_0.25	0.25	5	-47.98	30.23	-120.45	24.49	-48.27	530.6	534	938.0	-27.51	1.7566	-35.77	3360.0	-0.0143	2688.0	-2735.98
E7	BINDING	A_EV	SECRETARY_0.5	0.5	5	-55.1	25.48	-109.64	-0.55	-58.99	498.8	534	760.4	-38.48	1.424	-43.74	3360.0	-0.0164	2688.0	-2743.1
E7	BINDING	A_EV	SECRETARY_0.6	0.6	5	-50.34	10.38	-93.65	-7.03	-57.27	469.0	534	675.6	-39.66	1.2652	-41.28	3360.0	-0.015	2688.0	-2738.34
E7	BINDING	A_EV	SECRETARY_0.7	0.7	5	-46.68	13.85	-80.79	-12.57	-57.42	433.6	534	585.8	-42.42	1.097	-24.64	3360.0	-0.0139	2688.0	-2734.68
E7	BINDING	A_EV	SECRETARY_0.8	0.8	5	-38.78	11.64	-63.74	-13.82	-55.01	376.2	534	478.8	-43.07	0.8966	-13.47	3360.0	-0.0115	2688.0	-2726.78
E7	BINDING	A_EV	SECRETARY_RE_0.1	0.1	5	-11.87	20.09	-98.55	74.81	-11.87	534.0	534	1029.6	-6.22	1.9281	-102.41	3360.0	-0.0035	2688.0	-2699.87
E7	BINDING	A_EV	SECRETARY_RE_0.25	0.25	5	-48.41	30.24	-120.83	24.02	-48.69	530.6	534	944.2	-27.58	1.7682	-45.69	3360.0	-0.0144	2688.0	-2736.41
E7	BINDING	A_EV	SECRETARY_RE_0.5	0.5	5	-55.54	25.5	-110.07	-1.0	-59.47	498.8	534	766.6	-38.5	1.4356	-38.63	3360.0	-0.0165	2688.0	-2743.54
E7	BINDING	A_EV	SECRETARY_RE_0.6	0.6	5	-50.76	10.35	-94.06	-7.46	-57.75	469.0	534	681.8	-39.64	1.2768	-18.89	3360.0	-0.0151	2688.0	-2738.76
E7	BINDING	A_EV	SECRETARY_RE_0.7	0.7	5	-47.08	13.88	-81.17	-12.99	-57.91	433.6	534	591.6	-42.38	1.1079	-13.1	3360.0	-0.014	2688.0	-2735.08
E7	BINDING	A_EV	SECRETARY_RE_0.8	0.8	5	-39.02	11.76	-63.97	-14.07	-55.34	376.2	534	483.6	-42.91	0.9056	-7.51	3360.0	-0.0116	2688.0	-2727.02
E7	BINDING	A_EV	TAU_0.5	0.5	5	-9.99	26.39	-107.46	87.47	-10.0	533.8	534	1028.6	-5.24	1.9262	-65.58	3360.0	-0.003	2688.0	-2697.99
E7	BINDING	A_EV	TAU_0.7	0.7	5	-38.18	35.54	-125.23	48.87	-38.43	531.4	534	983.8	-21.33	1.8423	-80.87	3360.0	-0.0114	2688.0	-2726.18
E7	BINDING	A_EV	TAU_0.8	0.8	5	-11.95	33.11	-94.01	70.11	-12.53	507.6	534	824.4	-7.86	1.5438	-50.24	3360.0	-0.0036	2688.0	-2699.95
E7	BINDING	A_EV	TAU_0.9	0.9	5	-13.22	24.93	-86.17	59.73	-18.12	378.6	534	507.2	-13.05	0.9498	-65.29	3360.0	-0.0039	2688.0	-2701.22
E7	BINDING	A_EV	TAU_0.95	0.95	5	-61.98	16.71	-112.7	-11.27	-151.21	220.4	534	276.4	-121.08	0.5176	-70.12	3360.0	-0.0184	2688.0	-2749.98
E7	BINDING	A_EV	TAU_0.975	0.975	5	-37.58	15.88	-79.49	4.33	-162.65	122.8	534	141.6	-142.42	0.2652	-50.98	3360.0	-0.0112	2688.0	-2725.58
E7	BINDING	A_EV	TAU_0.99	0.99	5	-15.8	10.21	-43.1	11.5	-208.75	40.4	534	43.2	-195.41	0.0809	-57.63	3360.0	-0.0047	2688.0	-2703.8
E7	BINDING	A_PBAR	CELLSOFAR_0.8	0.8	5	-74.21	23.59	-173.94	25.53	-74.28	533.4	534	916.6	-43.17	1.7165	-53.04	3360.0	-0.0221	2688.0	-2762.21
E7	BINDING	A_PBAR	CELLSOFAR_0.9	0.9	5	-84.44	10.8	-185.19	16.31	-84.62	532.8	534	825.0	-54.66	1.5449	-93.87	3360.0	-0.0251	2688.0	-2772.44
E7	BINDING	A_PBAR	CELLSOFAR_0.95	0.95	5	-80.71	11.43	-178.67	17.26	-81.8	526.8	534	760.6	-56.67	1.4243	-44.72	3360.0	-0.024	2688.0	-2768.71
E7	BINDING	A_PBAR	CELLSOFAR_0.99	0.99	5	-73.08	27.09	-164.88	18.72	-77.45	503.4	534	680.4	-57.25	1.2742	-27.26	3360.0	-0.0217	2688.0	-2761.08
E7	BINDING	A_PBAR	DAYSOFAR_0.5	0.5	5	-25.88	11.26	-127.95	76.19	-25.88	534.0	534	1024.4	-13.52	1.9184	-67.35	3360.0	-0.0077	2688.0	-2713.88
E7	BINDING	A_PBAR	DAYSOFAR_0.7	0.7	5	-34.21	8.38	-141.09	72.66	-34.21	534.0	534	990.2	-18.47	1.8543	-12.91	3360.0	-0.0102	2688.0	-2722.21
E7	BINDING	A_PBAR	DAYSOFAR_0.9	0.9	5	-63.47	10.04	-160.59	33.65	-63.49	533.8	534	815.2	-41.59	1.5266	-61.39	3360.0	-0.0189	2688.0	-2751.47
E7	BINDING	A_PBAR	FIRST_3		5	-52.51	0.0	-150.6	45.59	-52.51	534.0	534	1024.0	-27.38	1.9176	-52.51	3360.0	-0.0156	2688.0	-2740.51
E7	BINDING	A_PBAR	OCCUPANCY_0.5	0.5	5	-69.44	11.46	-149.5	10.61	-72.83	509.4	534	597.0	-62.12	1.118	-30.77	3360.0	-0.0207	2688.0	-2757.44
E7	BINDING	A_PBAR	OCCUPANCY_1	1.0	5	-47.18	26.89	-133.61	39.25	-47.99	525.2	534	634.8	-39.82	1.1888	-64.38	3360.0	-0.014	2688.0	-2735.18
E7	BINDING	A_PBAR	OCCUPANCY_2	2.0	5	-37.35	18.82	-132.9	58.19	-37.64	529.4	534	666.2	-29.92	1.2476	-36.47	3360.0	-0.0111	2688.0	-2725.35
E7	BINDING	A_PBAR	SECRETARY_0.1	0.1	5	23.76	13.9	-51.93	99.46	32.42	395.4	534	478.2	27.02	0.8955	-44.2	3360.0	0.0071	2688.0	-2664.24
E7	BINDING	A_PBAR	SECRETARY_0.25	0.25	5	-22.23	4.47	-64.66	20.19	-63.41	187.4	534	199.8	-59.5	0.3742	-59.13	3360.0	-0.0066	2688.0	-2710.23
E7	BINDING	A_PBAR	SECRETARY_0.5	0.5	5	13.25	6.81	-6.68	33.18	259.02	28.6	534	29.2	250.23	0.0547	-44.2	3360.0	0.0039	2688.0	-2674.75
E7	BINDING	A_PBAR	SECRETARY_0.6	0.6	5	6.71	2.92	-8.81	22.23	319.32	12.0	534	12.2	316.6	0.0228	-31.43	3360.0	0.002	2688.0	-2681.29
E7	BINDING	A_PBAR	SECRETARY_0.7	0.7	5	-1.69	0.75	-5.06	1.68	-461.15	2.2	534	2.2	-461.15	0.0041	-22.3	3360.0	-0.0005	2688.0	-2689.69
E7	BINDING	A_PBAR	SECRETARY_0.8	0.8	5	-0.7	0.89	-2.14	0.73	-375.5	0.6	534	0.6	-625.83	0.0011	-21.88	3360.0	-0.0002	2688.0	-2688.7
E7	BINDING	A_PBAR	SECRETARY_RE_0.1	0.1	5	23.76	13.9	-51.93	99.46	32.42	395.4	534	478.2	27.02	0.8955	-64.83	3360.0	0.0071	2688.0	-2664.24
E7	BINDING	A_PBAR	SECRETARY_RE_0.25	0.25	5	-22.23	4.47	-64.66	20.19	-63.41	187.4	534	199.8	-59.5	0.3742	-89.51	3360.0	-0.0066	2688.0	-2710.23
E7	BINDING	A_PBAR	SECRETARY_RE_0.5	0.5	5	13.25	6.81	-6.68	33.18	259.02	28.6	534	29.2	250.23	0.0547	-44.9	3360.0	0.0039	2688.0	-2674.75
E7	BINDING	A_PBAR	SECRETARY_RE_0.6	0.6	5	6.71	2.92	-8.81	22.23	319.32	12.0	534	12.2	316.6	0.0228	-43.53	3360.0	0.002	2688.0	-2681.29
E7	BINDING	A_PBAR	SECRETARY_RE_0.7	0.7	5	-1.69	0.75	-5.06	1.68	-461.15	2.2	534	2.2	-461.15	0.0041	-32.28	3360.0	-0.0005	2688.0	-2689.69
E7	BINDING	A_PBAR	SECRETARY_RE_0.8	0.8	5	-0.7	0.89	-2.14	0.73	-375.5	0.6	534	0.6	-625.83	0.0011	-13.23	3360.0	-0.0002	2688.0	-2688.7
E7	BINDING	A_PBAR	TAU_0.5	0.5	5	-52.51	0.0	-150.6	45.59	-52.51	534.0	534	1024.0	-27.38	1.9176	-69.11	3360.0	-0.0156	2688.0	-2740.51
E7	BINDING	A_PBAR	TAU_0.7	0.7	5	-60.81	5.92	-157.41	35.8	-60.81	534.0	534	1021.4	-31.8	1.9127	-69.16	3360.0	-0.0181	2688.0	-2748.81
E7	BINDING	A_PBAR	TAU_0.8	0.8	5	-59.31	4.2	-153.85	35.24	-59.31	534.0	534	999.2	-31.7	1.8712	-43.37	3360.0	-0.0177	2688.0	-2747.31
E7	BINDING	A_PBAR	TAU_0.9	0.9	5	-68.86	13.83	-168.39	30.67	-68.86	534.0	534	865.0	-42.52	1.6199	-62.21	3360.0	-0.0205	2688.0	-2756.86
E7	BINDING	A_PBAR	TAU_0.95	0.95	5	-89.13	19.53	-185.74	7.47	-90.06	528.4	534	719.0	-66.18	1.3464	-66.23	3360.0	-0.0265	2688.0	-2777.13
E7	BINDING	A_PBAR	TAU_0.975	0.975	5	-46.81	24.43	-137.24	43.61	-53.2	473.2	534	570.6	-44.34	1.0685	-57.05	3360.0	-0.0139	2688.0	-2734.81
E7	BINDING	A_PBAR	TAU_0.99	0.99	5	-31.56	17.82	-112.44	49.32	-45.93	368.4	534	408.0	-41.55	0.764	-60.41	3360.0	-0.0094	2688.0	-2719.56
E7	BINDING	A_PWIN	CELLSOFAR_0.8	0.8	5	-18.98	17.02	-120.93	82.97	-19.04	532.4	534	879.4	-11.65	1.6468	-67.24	3360.0	-0.0056	2688.0	-2706.98
E7	BINDING	A_PWIN	CELLSOFAR_0.9	0.9	5	-17.75	38.1	-120.23	84.72	-18.07	528.2	534	821.2	-12.01	1.5378	-58.6	3360.0	-0.0053	2688.0	-2705.75
E7	BINDING	A_PWIN	CELLSOFAR_0.95	0.95	5	-30.8	24.47	-130.6	68.99	-31.61	522.6	534	781.4	-21.43	1.4633	-39.05	3360.0	-0.0092	2688.0	-2718.8
E7	BINDING	A_PWIN	CELLSOFAR_0.99	0.99	5	-28.62	12.73	-126.49	69.25	-29.64	514.2	534	744.6	-20.5	1.3944	-81.18	3360.0	-0.0085	2688.0	-2716.62
E7	BINDING	A_PWIN	DAYSOFAR_0.5	0.5	5	-57.92	26.15	-151.32	35.48	-57.92	534.0	534	916.0	-33.74	1.7154	-45.3	3360.0	-0.0172	2688.0	-2745.92
E7	BINDING	A_PWIN	DAYSOFAR_0.7	0.7	5	-55.95	18.13	-151.21	39.32	-56.01	533.6	534	830.8	-35.83	1.5558	-51.87	3360.0	-0.0167	2688.0	-2743.95
E7	BINDING	A_PWIN	DAYSOFAR_0.9	0.9	5	-5.85	17.72	-105.04	93.35	-6.01	523.4	534	740.0	-4.21	1.3858	-69.55	3360.0	-0.0017	2688.0	-2693.85
E7	BINDING	A_PWIN	FIRST_3		5	-52.51	0.0	-150.6	45.59	-52.51	534.0	534	1024.0	-27.38	1.9176	-52.51	3360.0	-0.0156	2688.0	-2740.51
